Tile_ID,Existing_data_location,layer,tile_crs,tile_resolution
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E25N5.tif,GWL_FCS30D_2022,EPSG:32635,30
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E25N5_Annual.tif,GLC_FCS30D_2022,EPSG:32635,30
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/ESRI_Annual_LULC_2024/35N_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32635,30
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N03E027_Map.tif,WorldCover_2021,EPSG:32635,30
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GSW_Yearly_2021/yearlyClassification2021_0000280000-0000800000.tif,GSW_Yearly_2021,EPSG:32635,30
35NPE,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/DynamicWorld_2024/DynamicWorld_Africa_2024-0000131072-0000000000.tif,DynamicWorld_2024,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E25N5.tif,GWL_FCS30D_2022,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E25N5_Annual.tif,GLC_FCS30D_2022,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/ESRI_Annual_LULC_2024/35N_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N03E027_Map.tif,WorldCover_2021,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GSW_Yearly_2021/yearlyClassification2021_0000280000-0000800000.tif,GSW_Yearly_2021,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E25N10_Annual.tif,GLC_FCS30D_2022,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E25N10.tif,GWL_FCS30D_2022,EPSG:32635,30
35NPF,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Africa/2024/DynamicWorld_2024/DynamicWorld_Africa_2024-0000131072-0000000000.tif,DynamicWorld_2024,EPSG:32635,30
