,0
Water,2460
Forest,2125
Bareland,1381
Cropland,1274
Wetland,1155
Grassland,880
Built-up,374
Non_Water,365
Non_Wetland,313
Shrubland,283
Lichens_and_Mosses,108
Permanent_ice_and_snow,3
