Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Shrubland,3,2,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Grassland,0,24,4,2,1,21,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Cropland,88,0,67,24,19,68,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Wetland,61,33,39,0,25,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Lichens_and_Mosses,1,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Bareland,95,38,0,8,48,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Built-up,21,10,17,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Water,139,86,142,2,0,118,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R,Forest,105,60,75,25,41,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Grassland,0,0,0,0,26,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Cropland,0,0,0,0,75,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Wetland,0,0,0,0,53,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Bareland,0,0,0,0,109,0,0,56,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Built-up,0,0,0,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Water,0,0,0,0,0,0,0,178,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,Forest,0,0,0,0,110,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Water,62,61,59,34,0,66,65,0,108,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Cropland,53,0,35,30,13,45,23,0,66,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Bareland,47,55,0,47,17,35,38,0,64,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Built-up,10,10,9,0,1,7,0,0,14,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Forest,63,68,57,48,20,0,31,0,90,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Grassland,0,15,8,4,4,15,4,0,20,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,Wetland,11,17,9,2,2,13,0,0,24,2,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Grassland,0,0,0,0,4,0,4,0,0,0,4
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Cropland,0,0,0,0,13,0,23,0,0,0,10
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Bareland,0,0,0,0,17,0,38,0,0,0,5
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Water,0,0,0,0,0,0,65,0,0,0,26
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Forest,0,0,0,0,20,0,31,0,0,0,44
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,Wetland,0,0,0,0,2,0,0,0,0,0,90
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Grassland,0,36,3,8,14,21,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Wetland,0,22,6,10,46,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Bareland,0,43,0,24,70,57,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Built-up,0,2,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Water,0,66,28,38,0,42,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Forest,0,65,15,44,74,0,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,Cropland,0,0,8,30,34,38,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Water,13,51,83,0,0,75,33,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Cropland,25,0,12,0,15,21,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Wetland,6,17,25,0,21,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Forest,10,19,29,0,17,0,24,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Grassland,0,9,10,0,6,9,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Bareland,0,23,0,0,14,14,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,Built-up,0,11,5,0,1,11,1,0,0,0,0
