Dataset,MajorityClass,Bareland,Forest,Wetland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHD_M_R,Built-up,0,0,52,0,0,0,0,0,137,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHD_M_R,Water,0,0,451,0,0,0,0,0,492,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHD_M_R,Cropland,0,0,4,0,0,0,0,0,72,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Wetland,499,55,0,17,9,317,288,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Non_Wetland,3,0,7,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Forest,724,0,642,179,45,228,626,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Grassland,494,105,387,130,51,90,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Shrubland,14,0,9,2,1,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Bareland,0,4,26,28,58,17,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Built-up,253,11,72,0,15,15,93,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Water,407,119,442,23,0,0,98,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Cropland,122,13,44,28,0,1,49,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Grassland,136,279,151,112,1,28,0,321,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Wetland,127,148,0,13,0,59,134,96,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Forest,297,0,382,159,1,139,588,360,0,22,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Bareland,0,116,54,118,0,5,220,202,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Built-up,41,88,53,0,0,0,173,158,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Water,194,207,489,48,0,0,207,156,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Cropland,9,69,4,29,0,0,100,87,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Grassland,0,0,0,0,0,138,0,0,0,0,39,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Bareland,0,0,0,0,0,63,0,0,0,0,13,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Wetland,0,0,0,0,0,325,0,0,0,0,231,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Water,0,0,0,0,0,0,0,0,0,0,255,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Forest,0,0,0,0,0,257,0,0,0,0,107,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,Built-up,0,0,0,0,0,28,0,0,0,0,7,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Grassland,15,305,141,335,484,155,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Forest,10,0,206,433,310,298,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Bareland,0,102,67,292,107,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Built-up,3,31,1,0,51,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Wetland,4,267,0,157,147,276,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Water,28,165,228,88,55,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Cropland,0,4,0,12,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Wetland,31,811,0,0,78,369,213,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Forest,77,0,18,0,202,96,118,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Bareland,0,109,12,0,31,62,19,0,0,0,0,31
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Built-up,50,155,0,0,128,18,47,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Water,18,428,82,0,3,0,22,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Cropland,5,3,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,Grassland,104,375,36,0,198,133,0,0,0,0,0,17
