Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGA_M_R
7600,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
7601,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
7602,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
7603,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7604,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7605,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7606,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7607,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7608,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7609,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7610,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7611,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7612,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7613,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7614,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
7615,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7616,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7617,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
7618,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7619,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7620,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7621,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7622,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7623,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7624,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7625,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
7626,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7627,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7628,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7629,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
7630,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7631,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7632,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
7633,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7634,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
7635,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
7636,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7637,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7638,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7639,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7640,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7641,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7642,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7643,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
7644,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
7645,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7646,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7647,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
7648,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
7649,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
7650,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7651,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Forest
7652,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
7653,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7654,Cropland,Wetland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
7655,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7656,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7657,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7658,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7659,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7660,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7661,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
7662,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
7663,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7664,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7665,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7666,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
7667,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
7668,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7669,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7670,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7671,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7672,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7673,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7674,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
7675,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7676,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7677,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7678,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7679,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
7680,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
7681,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7682,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7683,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7684,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7685,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7686,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7687,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7688,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7689,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7690,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
7691,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7692,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7693,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7694,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7695,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7696,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
7697,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
7698,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7699,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7700,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7701,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7702,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
7703,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7704,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
7705,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7706,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7707,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7713,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7715,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7718,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
7719,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7720,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
7721,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
7722,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
7723,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7724,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7725,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7726,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7727,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7728,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7729,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7730,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7731,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7732,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7733,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7734,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7735,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7736,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7737,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7738,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7739,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7740,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7741,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7742,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7743,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
7744,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7745,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7746,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7751,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7752,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7753,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7754,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7757,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7758,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7759,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
7760,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7761,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7762,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7763,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
7765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
7766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
7773,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7774,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7775,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7776,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7777,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
7778,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7779,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7780,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7781,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7782,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7783,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7784,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7785,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7786,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7787,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7788,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7789,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7790,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7791,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7792,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7793,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7794,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7795,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
7796,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7797,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7798,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7799,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7800,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7801,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7802,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7803,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7804,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7805,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7806,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7807,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7808,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7809,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7810,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7811,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7812,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7813,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7814,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7815,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7816,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7817,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7818,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7819,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7823,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7824,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
7837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
7840,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
7841,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7842,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7843,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7844,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
7845,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
7848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
7849,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7850,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7851,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7852,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7853,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7854,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7855,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7856,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7857,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7858,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7859,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7860,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7861,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7862,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7863,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7864,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7865,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7866,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7867,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7868,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7869,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7870,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7871,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7872,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7873,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7874,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7875,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7876,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7877,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7878,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
7879,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7880,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7881,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7882,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7883,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7884,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
7885,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7886,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
7887,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
7888,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
7889,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
7890,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7891,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7892,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7893,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
7894,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
7895,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
7896,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7897,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
7898,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7899,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7900,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
7901,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7902,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7903,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7904,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7905,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7906,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7907,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7908,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
7909,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7910,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
7911,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
