Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGA_M_R
4352,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4353,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4354,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
4355,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4356,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4357,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4358,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
4359,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4360,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
4361,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
4362,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4363,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4364,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4365,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
4366,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4367,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4368,Grassland,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
4369,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
4370,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4371,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4372,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4373,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4374,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4375,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4376,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4377,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4378,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4379,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4380,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4381,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4382,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4383,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4384,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4385,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4386,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4387,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4388,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4389,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4390,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
4391,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4392,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4393,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4394,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4395,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4396,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4397,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4398,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4399,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4400,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4401,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4402,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4403,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4404,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4405,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4406,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4407,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4408,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4409,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4410,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4411,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4412,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4413,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4414,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4415,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4416,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4417,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4418,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4419,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4420,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4421,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4422,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4423,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4424,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4425,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4426,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
4427,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4428,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4429,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4430,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
4431,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4432,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4433,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4434,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4435,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4436,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4437,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
4438,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4439,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4440,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4441,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4442,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4443,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4444,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4445,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4446,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4447,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4448,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
4449,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4450,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4451,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4452,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4453,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4454,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
4455,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4456,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4457,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4458,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
4459,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4460,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4461,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4462,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4463,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4464,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4465,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4466,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4467,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4468,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
4469,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4470,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4471,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4472,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4473,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4474,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4475,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4476,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4477,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4478,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Cropland
4479,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4480,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
4481,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4482,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
4483,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4484,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4485,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4486,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4487,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4488,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4489,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
4490,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4491,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4492,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4494,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4495,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4496,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4497,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4498,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4499,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4500,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
4501,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
4502,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Cropland
4503,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4510,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4511,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4512,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4513,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4514,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4515,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4516,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
4521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4522,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4523,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4524,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4525,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4526,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
4527,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4528,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
4529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
4531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4537,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4538,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4539,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4540,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4541,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4542,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4543,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4544,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
4546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4553,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4554,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
4573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
4578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
4598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
4631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4632,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4633,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4634,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4635,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4636,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4637,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4638,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4639,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4640,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
4641,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4642,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4643,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4644,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4645,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4646,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4647,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4648,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4649,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4650,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4651,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4652,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4653,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4654,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4655,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
4660,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
4661,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
