Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUF_M_R
13469,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13470,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13471,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13472,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13473,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13474,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13475,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
13476,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13477,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13478,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
13479,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13480,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13481,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13482,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13483,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13484,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13485,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13486,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13487,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13488,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13489,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13490,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13491,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13492,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13493,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13494,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13495,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13496,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13497,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13498,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13499,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13500,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13501,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13502,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13503,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13504,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13505,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13506,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13507,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
13508,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13509,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13510,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13511,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
13512,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13513,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13514,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13515,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13516,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13517,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13518,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13519,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
13520,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
13521,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13522,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
13523,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
13524,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13525,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13526,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
13527,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
13528,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
13529,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13530,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
13531,Forest,Wetland,Water,NULL,Water,Water,Water,Water
13532,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
13533,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
13534,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
13535,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
13536,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
13537,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
13538,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
13539,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
13540,Forest,Wetland,Water,Water,Water,Water,Water,Water
13541,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
13542,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13543,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13544,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13545,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13546,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13547,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
13548,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13549,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
13550,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13551,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13552,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13553,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13554,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13555,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
13556,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13557,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13558,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
13559,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13560,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13561,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13562,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13563,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13564,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13565,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13566,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13567,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
13568,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
13569,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
13570,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13571,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13572,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
13573,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13574,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13575,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
13576,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
13577,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13578,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
13579,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
13580,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13581,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13582,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13583,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
13584,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13585,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13586,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
13587,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
13588,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Water
13589,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13590,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13591,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13592,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13593,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13594,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13595,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13596,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13597,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
13598,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13599,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
13600,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13601,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13602,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13603,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
13604,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13605,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
13606,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13607,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
13608,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
13609,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13610,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13611,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13612,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
13613,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13614,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Built-up
13615,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
13616,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13617,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
13618,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13621,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
13622,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13623,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13624,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13625,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13626,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13627,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13628,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
13629,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13630,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13631,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
13632,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13633,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13634,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13635,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13636,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13637,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13638,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13639,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13640,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
13641,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
13642,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13643,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
13644,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
13645,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
13646,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
13647,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13648,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
13649,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13650,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13651,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13652,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
13653,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
13654,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
13655,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13656,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13657,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13658,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13659,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13660,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13661,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13662,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13663,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13664,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13665,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13666,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
13667,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13668,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13669,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
13670,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
13671,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13672,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13673,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13674,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13675,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13676,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13677,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13678,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13679,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13680,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13681,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13682,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
13683,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13684,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
13685,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13686,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13687,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
13688,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13689,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13690,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13691,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
13719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
13720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
13721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
13723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
13724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
13728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
13730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
13736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
13739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13742,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13743,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13744,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13745,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13746,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13747,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13748,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13749,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13750,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
13751,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
13752,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13753,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13754,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
13755,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13756,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
13757,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13758,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13759,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13760,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13761,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13762,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
13763,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
13764,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
13765,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13766,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13767,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13768,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13769,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13770,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13771,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13772,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13773,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13774,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13775,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
13776,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13777,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13778,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13779,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13780,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
