Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Shrubland,3,1,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Grassland,0,0,23,1,8,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Cropland,78,24,62,2,42,55,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Wetland,123,0,88,4,88,100,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Built-up,19,4,21,0,10,16,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Water,197,71,189,7,0,186,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Forest,111,33,99,13,74,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Bareland,81,11,0,4,59,60,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R,Permanent_ice_and_snow,20,2,14,1,7,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Forest,0,35,0,0,23,0,0,129,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Cropland,0,0,0,0,0,0,0,71,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Wetland,0,0,0,0,10,0,0,220,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Water,0,57,0,0,0,0,0,159,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Grassland,0,5,0,0,4,0,0,53,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Built-up,0,0,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Bareland,0,21,0,0,15,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Shrubland,0,0,0,0,3,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Grassland,0,0,0,0,31,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Cropland,0,0,0,0,64,0,0,0,21,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Wetland,0,0,0,0,110,0,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Water,0,0,0,0,0,0,0,0,216,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Forest,0,0,0,0,126,0,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Bareland,0,0,0,0,78,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Built-up,0,0,0,0,13,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,Water,68,57,18,28,0,124,125,0,0,165,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,Cropland,15,0,0,3,0,42,0,0,0,68,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,Wetland,24,0,0,2,10,49,49,0,0,68,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,Bareland,46,21,0,10,15,60,71,0,0,90,0
