Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R
9460,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9461,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9462,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9463,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9464,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9465,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9466,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9467,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9468,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9469,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9470,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9471,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9472,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9473,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9474,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9475,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9476,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9477,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9478,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9479,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9480,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9481,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9482,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9483,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9484,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9485,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9486,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9487,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9488,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9489,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9490,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9491,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9492,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9493,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9494,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9495,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9496,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9497,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9498,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9499,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9500,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9501,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9502,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9503,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9504,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9505,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9506,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9507,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9508,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9509,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9510,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9511,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
9512,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9513,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9514,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9515,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9516,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9517,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9518,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
9519,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9520,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9521,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9522,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9523,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9524,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
9525,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9526,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9527,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9528,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9529,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9530,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9531,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
9532,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9533,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9534,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9535,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9536,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9537,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9538,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9539,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9540,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9541,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9542,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9543,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9544,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9545,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9546,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9547,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9548,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9549,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
9550,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9551,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9552,Forest,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
9553,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9554,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9555,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9556,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9557,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9558,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9559,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9560,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9561,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9562,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9563,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9564,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9565,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9566,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9567,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9568,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9569,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9570,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9571,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9572,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9573,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9574,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9575,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9576,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9577,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9578,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9579,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9580,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9581,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
9582,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9583,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9584,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9585,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9586,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9587,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9588,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9589,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9590,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9591,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9592,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9593,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9594,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9595,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9596,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9597,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9598,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9599,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
9600,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9601,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9602,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9603,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9604,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
9605,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9606,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
9607,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9608,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9609,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9610,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9611,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9612,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Water
9613,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9614,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9615,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9616,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9617,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
9618,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
9619,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
9620,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
9621,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9622,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
9623,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
9624,Forest,Wetland,Water,Water,Water,Water,Water,Water
9625,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9626,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9627,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9628,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9629,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9630,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9631,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9632,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9633,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9634,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9635,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9636,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9637,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9638,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9639,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9640,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9641,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9642,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9643,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9644,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9645,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
9646,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
9647,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9648,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9649,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9650,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
9651,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9652,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9653,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9654,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9655,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9656,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9657,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9658,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
9659,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9660,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9661,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9662,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9663,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9664,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9665,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9666,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9667,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
9668,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9669,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9670,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
9671,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9672,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
9673,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9674,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9675,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
9676,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9677,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9678,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
9711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9713,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9714,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9715,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9716,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9717,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9718,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9719,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9720,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9721,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9722,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9723,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9724,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9725,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9726,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9727,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9728,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9729,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9730,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9731,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9732,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9733,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9734,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9735,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9736,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9737,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Cropland
9738,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9739,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9740,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9741,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9742,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
9743,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
9744,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9745,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9746,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
9747,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9748,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9749,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9750,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9751,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9752,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9753,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9754,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9755,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9756,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9757,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9758,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9759,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9760,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9761,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9762,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9763,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9764,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9765,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9766,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9767,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9768,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9769,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9770,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9771,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9772,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9773,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9774,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9775,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9776,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9777,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9778,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9779,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9780,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9781,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9782,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9783,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
