Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Cropland,67,0,77,22,2,60,332,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Bareland,34,0,0,38,48,88,207,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Built-up,15,0,69,0,0,22,93,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Water,99,0,323,14,0,337,445,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Forest,0,0,568,21,228,530,718,72,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Wetland,51,0,84,0,137,0,141,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Lichens_and_Mosses,0,0,0,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Grassland,44,76,377,44,43,65,0,92,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Non_Wetland,0,0,5,0,0,5,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Forest,0,32,819,49,281,240,569,230,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Bareland,3,7,0,4,29,6,106,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Built-up,1,4,134,0,1,0,76,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Water,47,0,657,12,0,140,170,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Shrubland,3,1,27,3,2,7,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Cropland,14,0,188,31,5,18,202,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Wetland,10,0,249,2,146,0,96,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Lichens_and_Mosses,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Grassland,0,0,0,0,24,78,0,0,220,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Wetland,0,0,0,0,2,0,0,0,105,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Forest,0,0,0,0,87,324,0,0,721,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Bareland,0,0,0,0,34,67,0,0,133,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Water,0,0,0,0,0,407,0,0,266,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Shrubland,0,0,0,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Cropland,0,0,0,0,0,4,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Built-up,0,0,0,0,3,3,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Bareland,0,0,0,0,216,0,0,0,0,84,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Water,0,0,0,0,0,0,0,0,0,312,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Grassland,0,0,0,0,44,0,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Shrubland,0,0,0,0,2,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Cropland,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Wetland,0,0,0,0,102,0,0,0,0,117,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Built-up,0,0,0,0,6,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,Forest,0,0,0,0,194,0,0,0,0,184,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Forest,0,238,266,138,87,324,163,382,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Grassland,162,238,87,142,24,78,0,254,0,0,80,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Bareland,108,215,0,133,34,67,71,190,0,0,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Built-up,11,57,1,0,3,3,11,52,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Wetland,16,1,45,0,2,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Water,144,104,222,69,0,407,25,195,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Cropland,47,0,3,54,0,4,33,97,0,0,42,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Grassland,161,432,6,93,117,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Forest,0,253,2,111,421,84,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Wetland,92,38,2,16,144,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Bareland,138,125,0,147,186,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Built-up,6,34,4,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Shrubland,1,12,0,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Water,88,55,19,17,0,62,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,Cropland,17,0,1,18,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Forest,0,84,63,0,68,3,61,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Cropland,46,0,71,0,5,0,31,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Wetland,328,8,11,0,116,0,79,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Bareland,199,21,0,0,114,9,25,0,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Water,493,5,33,0,0,49,38,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Shrubland,13,5,2,0,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Built-up,62,22,38,0,17,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,Grassland,243,112,122,0,95,18,0,0,0,0,0,5
