Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Shrubland,3,1,1,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Grassland,0,0,4,1,3,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Cropland,17,0,8,2,7,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Wetland,28,0,4,0,39,33,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Bareland,47,0,0,0,33,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Built-up,12,0,5,0,5,11,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Water,80,13,53,1,0,85,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Forest,69,16,44,7,43,0,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R,Permanent_ice_and_snow,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Forest,0,35,0,0,15,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Wetland,0,0,0,0,4,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Water,0,48,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Grassland,0,4,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,Bareland,0,19,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Wetland,0,0,0,0,43,0,0,0,23,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Bareland,0,0,0,0,47,0,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Water,0,0,0,0,0,0,0,0,105,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Forest,0,0,0,0,80,0,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Built-up,0,0,0,0,8,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Grassland,0,0,0,0,6,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,Cropland,0,0,0,0,5,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Water,24,48,36,13,0,57,43,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Wetland,0,0,0,1,4,9,2,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Bareland,11,19,0,0,5,25,29,0,0,29,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Built-up,7,0,4,0,0,5,8,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Forest,23,35,26,14,15,0,40,0,0,59,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Grassland,0,4,1,0,1,11,4,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Cropland,4,0,1,0,0,10,0,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Forest,0,15,16,27,51,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Wetland,0,0,10,7,24,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Water,0,14,55,27,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Grassland,0,0,0,9,4,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Bareland,0,0,0,11,35,33,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,Cropland,0,0,0,6,5,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R,Water,13,13,51,0,0,81,31,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R,Wetland,11,0,8,0,16,44,16,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R,Forest,14,4,19,0,20,0,18,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R,Grassland,0,0,5,0,2,4,4,0,0,0,0
