Dataset,MajorityClass,Cropland,Bareland,Built-up,Water,Forest,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Grassland,257,109,83,46,268,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Non_Wetland,3,0,0,1,4,1,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Bareland,111,0,63,47,124,0,327,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Built-up,214,203,0,93,289,3,423,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Water,265,356,81,0,834,133,974,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Forest,347,223,152,267,0,101,1050,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Cropland,0,270,193,67,420,18,702,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Wetland,77,7,2,120,264,0,407,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Non_Water,1,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Shrubland,21,14,9,3,21,3,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Lichens_and_Mosses,1,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R,Permanent_ice_and_snow,12,15,0,0,15,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Non_Wetland,0,1,0,2,1,7,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Grassland,0,95,106,172,119,132,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Cropland,0,265,371,224,244,119,459,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Wetland,0,23,2,183,38,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Bareland,0,0,102,127,29,2,76,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Built-up,0,159,0,140,68,7,126,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Forest,0,255,196,483,0,419,398,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Non_Water,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Shrubland,0,15,8,12,10,10,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Water,0,219,185,0,211,180,294,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,Permanent_ice_and_snow,0,8,2,1,6,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Non_Wetland,0,0,0,0,1,10,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Bareland,61,0,34,6,43,5,101,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Forest,162,172,128,275,0,663,430,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Grassland,115,46,58,28,110,143,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Shrubland,9,7,8,4,9,17,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Wetland,11,15,0,95,56,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Built-up,99,216,0,16,49,95,160,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Water,60,225,134,0,166,523,112,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Cropland,0,187,187,19,198,122,426,15,0,0,0,0
