Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Grassland,0,14,25,7,13,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Cropland,48,3,21,3,11,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Wetland,153,0,97,0,80,104,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Bareland,119,30,0,1,63,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Built-up,27,1,21,0,8,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Water,208,67,156,1,0,149,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Forest,118,44,77,13,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R,Permanent_ice_and_snow,19,0,5,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Grassland,0,9,0,0,4,0,66,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Cropland,0,0,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Forest,0,30,0,0,13,0,133,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Wetland,0,0,0,0,16,0,295,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Water,0,54,0,0,0,0,152,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Bareland,0,29,0,0,17,0,109,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Built-up,0,1,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Grassland,0,0,0,0,54,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Cropland,0,0,0,0,14,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Wetland,0,0,0,0,157,0,0,43,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Bareland,0,0,0,0,138,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Built-up,0,0,0,0,22,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Water,0,0,0,0,0,0,0,144,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,Forest,0,0,0,0,126,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Water,84,54,31,40,0,103,0,0,140,110,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Cropland,6,0,3,6,0,13,0,0,32,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Wetland,45,0,17,22,16,56,0,0,73,49,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Bareland,52,29,0,34,17,63,0,0,93,79,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Built-up,8,1,7,0,0,10,0,0,18,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Forest,52,30,19,26,13,0,0,0,99,71,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Grassland,0,9,8,4,4,25,0,0,47,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,Permanent_ice_and_snow,1,0,2,2,0,6,0,0,11,10,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Water,0,160,106,101,0,52,0,0,0,27,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Grassland,0,47,11,29,24,27,0,0,0,18,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Wetland,0,0,33,47,65,22,0,0,0,11,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Forest,0,82,28,64,58,0,0,0,0,30,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Bareland,0,75,0,57,46,42,0,0,0,17,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Built-up,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Cropland,0,9,3,7,10,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,Permanent_ice_and_snow,0,4,6,8,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,Water,33,57,107,0,0,91,0,0,0,14,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,Wetland,27,0,64,0,53,60,0,0,0,7,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,Bareland,5,8,0,0,20,11,0,0,0,1,3
