Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Wetland,261,131,0,15,0,646,0,549,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Bareland,179,27,0,0,4,121,25,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Forest,718,0,0,185,51,721,620,1339,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Non_Water,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Water,696,341,0,45,19,0,529,962,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Built-up,106,10,0,64,0,19,1,83,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDH_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Wetland,0,0,0,0,0,188,0,0,1669,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Shrubland,0,0,0,0,0,0,0,0,322,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Grassland,0,0,0,0,0,154,91,0,867,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Forest,0,0,0,0,0,228,397,0,1601,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Water,0,0,0,0,0,0,572,0,1076,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Cropland,0,0,0,0,0,16,8,0,316,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Bareland,0,0,0,0,0,19,101,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDH_M_R,Built-up,0,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Non_Wetland,7,2,0,15,0,2,17,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Grassland,0,56,85,349,8,50,278,306,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Wetland,260,20,0,868,0,119,0,539,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Forest,768,0,124,1177,18,214,657,1173,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Water,606,317,1,1763,4,0,659,976,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Non_Water,1,0,0,3,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Shrubland,97,10,9,116,0,10,72,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Bareland,55,0,4,0,1,6,8,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Cropland,565,62,0,449,80,39,115,288,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Built-up,133,11,4,151,0,3,0,69,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDH_M_R,Permanent_ice_and_snow,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Water,0,0,0,0,0,0,0,0,0,1141,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Grassland,0,0,0,0,0,273,0,0,0,162,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Shrubland,0,0,0,0,0,69,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Wetland,0,0,0,0,0,488,0,0,0,371,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Forest,0,0,0,0,0,630,0,0,0,511,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Bareland,0,0,0,0,0,94,0,0,0,127,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Cropland,0,0,0,0,0,101,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Built-up,0,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Grassland,0,460,752,70,100,154,91,680,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Wetland,0,515,226,50,2,188,0,423,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Forest,12,0,1189,141,198,228,397,930,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Bareland,0,17,270,0,89,19,101,101,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Water,6,680,974,198,86,0,572,714,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Cropland,0,171,0,6,121,16,8,318,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Built-up,0,8,160,0,0,1,0,75,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Shrubland,0,45,54,5,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDH_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Grassland,0,265,834,16,84,161,122,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Forest,0,0,573,5,272,719,321,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Shrubland,0,86,203,1,56,70,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Wetland,0,180,446,2,5,285,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Water,0,267,667,36,24,0,292,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Bareland,0,49,117,0,52,69,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Built-up,0,9,44,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDH_M_R,Cropland,0,104,0,6,87,5,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Wetland,285,625,21,44,0,299,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Forest,155,0,110,42,0,159,70,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Shrubland,113,269,46,22,0,97,52,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Cropland,165,231,0,132,0,57,17,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Water,250,1081,28,137,0,0,359,0,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Bareland,7,85,19,0,0,25,2,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Built-up,5,79,63,25,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDH_M_R,Grassland,0,239,87,113,0,128,91,0,0,0,0,4
