Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Shrubland,185,55,97,20,43,23,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Grassland,0,114,80,9,34,16,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Non_Wetland,6,0,4,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Bareland,199,90,41,3,0,36,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Cropland,516,0,279,6,160,125,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Wetland,73,2,35,0,3,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Built-up,249,121,122,1,90,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Forest,521,158,0,33,62,43,60,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Water,110,19,99,15,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R,Lichens_and_Mosses,2,6,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Non_Wetland,0,0,1,7,1,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Shrubland,52,0,30,31,38,7,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Grassland,0,0,53,66,106,33,17,88,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Cropland,335,0,200,48,309,187,4,344,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Bareland,66,0,36,8,0,81,1,52,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Built-up,68,0,23,1,110,0,4,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Forest,247,0,0,210,231,56,81,523,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Wetland,1,0,15,0,0,0,42,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Water,11,0,65,54,26,19,0,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Lichens_and_Mosses,3,0,0,0,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Grassland,0,29,51,20,140,7,2,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Non_Wetland,1,0,0,8,1,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Forest,338,70,0,270,338,14,111,443,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Shrubland,74,11,23,31,72,13,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Wetland,14,0,2,0,4,0,37,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Bareland,70,40,16,2,0,28,3,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,Water,33,11,30,57,32,28,0,33,0,0,0,0
