Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHD_M_R
3856,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3857,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3858,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3859,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3860,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3861,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3862,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3863,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3864,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3865,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3866,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3867,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3868,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3869,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3870,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3871,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3872,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3873,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3874,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3875,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3876,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3877,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3878,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3879,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3880,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3881,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3882,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3883,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3884,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3885,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3886,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3887,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3888,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3889,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3890,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3891,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3892,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3893,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3894,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3895,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
3896,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
3897,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3898,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3899,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3900,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3901,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3902,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3903,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3904,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3905,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
3906,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3907,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Water
3908,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3909,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3910,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3911,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3912,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3913,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3914,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3915,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3916,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3917,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3918,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3919,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
3920,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3921,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3922,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3923,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3924,Grassland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3925,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3926,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3927,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3928,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3929,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3930,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3931,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3932,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3933,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3934,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3935,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3936,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3937,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3938,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3939,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3940,Grassland,Water,Water,NULL,Water,Wetland,Bareland,Wetland
3941,Grassland,Water,Water,Water,NULL,Water,Water,Wetland
3942,Grassland,Water,Water,Water,NULL,Water,Water,Water
3943,Grassland,Water,Water,Water,Water,Wetland,Grassland,Grassland
3944,Grassland,Water,Water,Water,Water,Wetland,Grassland,Forest
3945,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
3946,Grassland,Water,Water,Water,Water,Bareland,Grassland,Grassland
3947,Grassland,Water,Water,Water,Water,Water,Water,Water
3948,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3949,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3950,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3951,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3952,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3953,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3954,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3955,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3956,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3957,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3958,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3959,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3960,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3961,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3962,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3963,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3964,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3965,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3966,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3967,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3968,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3969,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3970,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3971,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3972,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3973,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3974,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3975,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3976,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3977,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3978,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3979,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3980,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
3981,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3982,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3983,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3984,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3985,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3986,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3987,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3988,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3989,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3990,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3991,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3992,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3993,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3994,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3995,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3996,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3997,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3998,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3999,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4000,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4001,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4002,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4003,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4004,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4005,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4006,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4007,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4008,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4009,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4010,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4011,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4012,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4013,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4014,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4015,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4016,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4017,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4018,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4019,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4020,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4021,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4022,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4023,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4024,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4025,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4026,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4027,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4028,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4029,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4030,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4031,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4032,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4033,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4034,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4035,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4036,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4037,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4038,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4039,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4040,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4041,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4042,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4043,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4044,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4045,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4046,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4047,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4048,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4049,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4050,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4051,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4052,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4053,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4054,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4055,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4056,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4057,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4058,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4059,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4060,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4061,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4062,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4063,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4064,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4065,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4066,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4067,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4068,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4069,Grassland,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4070,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4071,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4072,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4073,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4074,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4075,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4076,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4077,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4078,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4079,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4080,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4081,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4082,Grassland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4083,Grassland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4084,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4085,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4086,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4087,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4088,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4089,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4090,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4091,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4092,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4093,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4094,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4095,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4096,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4097,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4098,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4099,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4100,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4101,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4102,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4103,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4104,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4105,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4106,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4107,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4108,Grassland,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
4109,Grassland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
4110,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4111,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4112,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4113,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4114,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4115,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4116,Grassland,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4117,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4118,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
4119,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
4120,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4121,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4122,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4123,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4124,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
4125,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Forest
4126,Grassland,Forest,Water,Water,Water,Wetland,Grassland,Grassland
4127,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4128,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4129,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4130,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4131,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4132,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4133,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4134,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4135,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4136,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4137,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4138,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4139,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4140,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4141,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4142,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4143,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4144,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4145,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4146,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4147,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4148,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4149,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4150,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4151,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4152,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4153,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4154,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4155,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4156,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4157,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4158,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4159,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4160,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4161,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4162,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4163,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4164,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4165,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4166,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4167,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4168,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4169,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4170,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4171,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4172,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4173,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4174,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4175,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4176,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4177,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4178,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4179,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4180,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4181,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4182,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4183,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
