,0
Wetland,10410
Forest,10034
Grassland,9400
Water,8412
Cropland,3580
Shrubland,3115
Non_Wetland,2902
Bareland,918
Non_Water,743
Built-up,320
Lichens_and_Mosses,23
Permanent_ice_and_snow,2
