Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Shrubland,80,56,16,6,12,9,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Grassland,0,304,155,15,124,105,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Bareland,232,149,43,3,0,62,35,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Built-up,376,269,126,0,169,0,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Water,751,613,47,88,268,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Forest,900,0,208,108,193,216,140,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Cropland,412,245,0,6,146,129,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Non_Wetland,4,3,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Wetland,74,35,2,0,3,2,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R,Permanent_ice_and_snow,6,0,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Shrubland,40,16,0,0,20,12,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Grassland,0,99,0,7,101,91,165,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Cropland,453,182,0,0,159,140,42,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Non_Wetland,1,1,0,0,1,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Wetland,41,1,0,0,9,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Bareland,136,19,0,0,0,61,39,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Built-up,198,77,0,0,223,0,79,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Water,445,100,0,0,163,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Forest,734,0,0,9,293,193,382,115,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,Permanent_ice_and_snow,1,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Grassland,0,114,71,90,99,86,75,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Forest,562,0,81,333,268,170,319,139,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Bareland,101,31,5,1,0,36,51,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Built-up,211,67,15,46,254,0,48,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Non_Wetland,0,0,0,8,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Water,223,100,0,119,142,119,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Shrubland,28,12,6,15,12,11,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Cropland,345,169,0,23,144,137,12,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,Wetland,13,9,0,0,8,1,32,0,0,0,0,0
