Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Bareland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Shrubland,274,82,94,178,76,41,106,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Grassland,0,293,109,485,123,111,213,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Non_Wetland,16,6,4,19,3,7,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Bareland,629,173,188,388,0,251,111,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Built-up,696,266,0,653,296,137,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Water,1410,197,128,1387,565,0,573,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Forest,1654,517,494,0,482,483,490,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Cropland,947,0,259,684,298,146,162,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Wetland,514,36,15,360,28,201,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Non_Water,3,4,0,2,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Lichens_and_Mosses,2,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R,Permanent_ice_and_snow,5,0,0,3,4,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Non_Wetland,14,0,5,5,6,11,27,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Shrubland,136,0,46,63,77,69,96,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Grassland,0,0,146,222,142,241,261,99,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Cropland,1049,0,349,461,280,287,314,298,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Wetland,225,0,33,68,192,471,0,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Bareland,387,0,216,132,0,284,32,46,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Built-up,400,0,0,234,348,210,166,229,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Water,960,0,384,430,653,0,429,39,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Forest,1234,0,595,0,844,938,910,664,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Non_Water,3,0,0,0,1,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,Permanent_ice_and_snow,1,0,0,0,1,4,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Wetland,0,0,0,0,0,15,0,0,1321,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Shrubland,0,0,0,0,0,0,0,0,290,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Grassland,0,0,0,0,0,32,123,0,894,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Water,0,0,0,0,0,0,607,0,1448,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Forest,0,0,0,0,0,161,391,0,2700,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Bareland,0,0,0,0,0,65,75,0,228,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Built-up,0,0,0,0,0,36,76,0,524,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Cropland,0,0,0,0,0,10,63,0,911,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Non_Wetland,10,0,3,2,8,7,44,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Grassland,0,110,117,169,209,188,393,159,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Wetland,133,4,10,57,176,164,0,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Forest,1201,186,482,0,1134,520,1587,677,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Bareland,487,8,153,71,0,80,80,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Built-up,471,14,0,149,494,53,339,169,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Water,449,11,306,368,1117,0,1210,186,0,0,0,0
