Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Grassland,191,8,14,19,35,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Non_Wetland,3,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Wetland,91,0,0,8,0,44,66,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Bareland,36,0,0,0,11,1,64,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Built-up,49,0,0,14,0,0,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Water,245,0,35,41,1,0,152,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Shrubland,11,0,0,0,1,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Cropland,42,0,0,5,11,1,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Lichens_and_Mosses,2,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R,Forest,0,0,7,22,30,99,221,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Non_Wetland,0,0,3,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Grassland,50,0,55,57,7,10,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Bareland,7,0,10,0,16,5,73,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Built-up,14,0,4,34,0,2,40,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Water,55,0,170,10,0,0,210,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Forest,0,0,357,73,10,142,432,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Shrubland,2,0,4,3,2,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Cropland,14,0,10,8,5,0,64,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Wetland,9,0,0,3,0,30,70,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,Lichens_and_Mosses,0,0,0,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Grassland,0,0,42,0,0,12,0,0,125,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Wetland,0,0,0,0,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Forest,0,0,159,0,0,51,0,0,436,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Shrubland,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Bareland,0,0,5,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Cropland,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Water,0,0,216,0,0,0,0,0,110,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,Built-up,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Non_Wetland,0,0,2,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Forest,0,0,152,279,16,192,387,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Grassland,21,0,51,156,19,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Shrubland,0,0,1,9,0,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Built-up,0,2,0,69,0,1,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Cropland,0,0,3,58,6,2,38,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Bareland,0,1,2,0,3,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Wetland,5,0,0,51,1,49,70,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Water,30,0,21,140,0,0,117,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,Lichens_and_Mosses,0,0,0,2,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Grassland,0,0,0,0,0,30,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Wetland,0,0,0,0,0,33,0,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Forest,0,0,0,0,0,117,0,0,0,87,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Water,0,0,0,0,0,0,0,0,0,140,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,Bareland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Grassland,88,131,42,56,56,12,0,109,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Forest,0,102,159,148,70,51,117,178,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Wetland,0,1,0,1,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Bareland,10,34,5,0,36,0,6,24,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Built-up,1,24,0,0,0,0,1,23,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Water,66,23,216,88,28,0,37,79,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,Cropland,7,0,0,1,11,0,1,7,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Grassland,84,144,0,0,41,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Forest,0,84,5,1,43,214,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Wetland,30,6,0,0,1,95,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Bareland,8,17,0,0,13,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Built-up,0,5,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Water,53,14,0,3,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,Cropland,4,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Forest,0,39,3,6,0,15,44,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Wetland,128,8,0,2,0,30,9,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Bareland,13,7,0,0,0,5,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Water,299,12,12,10,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Built-up,27,4,0,9,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Grassland,156,57,7,30,0,56,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Cropland,1,0,0,3,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
