Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Shrubland,3,3,3,3,3,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Grassland,0,17,5,12,12,4,0,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Cropland,41,0,2,28,28,11,0,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Wetland,28,0,0,16,0,9,3,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Lichens_and_Mosses,1,1,0,1,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Bareland,75,35,5,0,34,45,18,36,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Built-up,14,11,0,10,0,6,0,10,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Water,108,10,24,99,18,0,33,63,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Permanent_ice_and_snow,27,0,0,25,2,3,0,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R,Forest,70,27,12,50,32,16,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Grassland,0,0,1,0,0,1,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Forest,0,0,10,0,0,10,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Wetland,0,0,0,0,0,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Bareland,0,0,20,0,0,9,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Water,0,0,35,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Cropland,0,0,2,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,Permanent_ice_and_snow,0,0,6,0,0,6,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Shrubland,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Grassland,0,0,0,0,0,10,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Wetland,0,0,0,0,0,12,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Bareland,0,0,0,0,0,63,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Water,0,0,0,0,0,0,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Forest,0,0,0,0,0,48,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Water,45,6,35,40,16,0,9,46,0,0,112,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Cropland,34,0,2,24,25,0,0,25,0,0,41,14
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Wetland,1,0,0,1,0,0,0,2,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Bareland,45,15,20,0,35,9,8,32,0,0,89,22
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Built-up,10,6,0,8,0,0,0,8,0,0,15,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Forest,37,23,10,26,15,10,0,0,0,0,73,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Grassland,0,7,1,7,5,1,0,14,0,0,24,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,Permanent_ice_and_snow,4,1,6,8,7,6,0,12,0,0,31,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Grassland,0,12,1,12,19,10,0,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Bareland,0,25,3,0,40,36,5,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Built-up,0,2,0,5,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Forest,0,18,3,28,29,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Cropland,0,0,0,25,34,1,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Wetland,0,0,0,8,1,7,2,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Water,0,5,5,82,16,0,14,30,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,Permanent_ice_and_snow,0,0,3,17,5,10,0,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Water,2,0,4,37,0,0,24,42,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Cropland,5,0,0,10,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Bareland,2,7,2,0,0,23,13,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Built-up,4,14,0,13,0,10,4,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Forest,10,12,1,12,0,18,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Grassland,0,5,1,7,0,6,3,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Wetland,0,2,0,9,0,12,9,13,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,Permanent_ice_and_snow,0,0,0,5,0,13,0,0,0,0,0,0
