Dataset,MajorityClass,Forest,Grassland,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Shrubland,103,94,102,17,13,16,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Non_Wetland,10,10,18,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Grassland,297,0,319,106,70,47,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Cropland,354,398,232,0,69,61,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Wetland,207,324,0,38,16,3,57,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Bareland,97,157,67,16,0,17,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Water,364,444,613,16,63,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Forest,0,472,424,46,70,65,77,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Built-up,54,70,21,16,20,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Lichens_and_Mosses,1,1,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Non_Wetland,3,11,16,0,3,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Shrubland,14,62,45,0,25,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Grassland,70,0,254,0,117,9,39,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Cropland,100,565,226,0,101,11,12,179,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Wetland,10,372,0,0,46,0,164,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Bareland,5,183,70,0,0,1,14,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Water,22,754,364,0,104,1,0,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Forest,0,874,552,0,344,3,70,378,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Built-up,5,79,12,0,46,0,3,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,Lichens_and_Mosses,0,3,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Wetland,0,0,0,0,0,0,85,0,875,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Shrubland,0,0,0,0,0,0,0,0,195,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Grassland,0,0,73,0,0,0,120,0,772,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Forest,0,0,149,0,0,0,202,0,1276,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Bareland,0,0,4,0,0,0,14,0,170,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Water,0,0,187,0,0,0,0,0,484,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Cropland,0,0,3,0,0,0,17,0,622,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,Built-up,0,0,0,0,0,0,1,0,52,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Non_Wetland,4,7,14,3,4,0,7,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Grassland,35,0,346,57,256,19,113,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Wetland,7,227,0,12,72,0,367,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Forest,0,697,619,93,350,8,225,370,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Bareland,4,68,48,11,0,0,32,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Water,12,265,514,3,188,1,0,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Shrubland,14,67,67,12,39,3,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Cropland,48,402,263,0,277,30,65,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Lichens_and_Mosses,0,1,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,Built-up,0,76,22,3,92,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Grassland,0,0,0,0,0,0,150,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Wetland,0,0,0,0,0,0,252,0,0,189,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Shrubland,0,0,0,0,0,0,7,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Cropland,0,0,0,0,0,0,29,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Bareland,0,0,0,0,0,0,24,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Water,0,0,0,0,0,0,0,0,0,287,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,Forest,0,0,0,0,0,0,131,0,0,60,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Grassland,291,0,73,488,35,110,120,536,0,0,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Wetland,204,5,0,131,35,21,85,320,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Forest,0,130,149,491,56,63,202,581,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Bareland,52,7,4,196,0,50,14,157,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Cropland,124,18,3,0,2,35,17,280,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Water,222,1,187,202,34,17,0,251,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Shrubland,5,3,0,12,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Built-up,8,2,0,71,0,0,1,30,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Wetland,163,0,0,390,0,9,121,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Shrubland,18,0,0,66,0,8,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Grassland,146,0,0,582,1,74,53,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Forest,0,0,7,399,0,82,130,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Bareland,8,0,0,115,0,38,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Water,96,0,41,268,5,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Built-up,1,0,0,14,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,Cropland,33,0,0,0,1,30,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Shrubland,77,37,1,29,43,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Wetland,440,213,0,75,135,0,189,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Forest,0,76,12,97,78,0,51,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Bareland,33,19,1,14,0,0,19,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Water,400,87,66,28,62,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Cropland,119,102,6,0,107,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Built-up,25,13,0,16,6,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,Grassland,230,0,23,101,114,0,72,0,0,0,0,2
