Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Shrubland,3,3,2,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Grassland,0,7,3,1,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Wetland,68,0,6,1,21,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Bareland,18,0,0,1,5,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Built-up,9,0,4,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Water,77,20,14,0,0,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Forest,59,17,2,5,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Cropland,3,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R,Permanent_ice_and_snow,13,0,4,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Grassland,0,7,0,0,2,0,21,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Forest,0,26,0,0,11,0,42,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Wetland,0,0,0,0,3,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Water,0,43,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Bareland,0,5,0,0,3,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,Grassland,0,0,0,0,19,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,Wetland,0,0,0,0,46,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,Bareland,0,0,0,0,12,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,Water,0,0,0,0,0,0,0,41,0,0,0
