Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Shrubland,3,2,3,3,2,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Grassland,0,29,18,16,10,22,47,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Cropland,65,0,1,13,8,6,30,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Wetland,149,27,0,57,2,87,104,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Bareland,68,12,12,0,2,24,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Built-up,24,3,1,13,0,7,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Water,143,31,42,76,0,0,115,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Forest,96,17,34,18,10,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R,Permanent_ice_and_snow,5,0,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Grassland,0,0,17,0,0,5,0,80,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Bareland,0,0,38,0,0,4,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Forest,0,0,41,0,0,14,0,96,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Wetland,0,0,0,0,0,8,0,168,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Water,0,0,84,0,0,0,0,73,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Built-up,0,0,3,0,0,1,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,Cropland,0,0,18,0,0,2,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Grassland,0,0,0,0,0,90,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Cropland,0,0,0,0,0,39,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Wetland,0,0,0,0,0,206,0,0,70,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Bareland,0,0,0,0,0,88,0,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Built-up,0,0,0,0,0,20,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Water,0,0,0,0,0,0,0,0,163,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,Forest,0,0,0,0,0,103,0,0,33,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Water,111,25,84,33,36,0,74,0,0,110,0
