Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Shrubland,100,17,25,100,12,6,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Grassland,0,64,85,369,121,74,30,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Non_Wetland,5,0,0,4,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Bareland,232,0,75,146,27,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Built-up,271,111,0,237,92,51,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Water,747,277,79,914,77,0,122,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Forest,842,116,110,0,135,175,108,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Cropland,315,72,89,290,0,32,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Wetland,255,18,19,259,37,86,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Non_Water,2,2,0,4,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R,Permanent_ice_and_snow,4,0,2,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Non_Wetland,3,0,0,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Shrubland,61,17,8,10,0,21,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Grassland,0,69,50,73,0,189,74,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Cropland,410,94,86,51,0,112,10,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Wetland,135,8,0,24,0,262,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Bareland,133,0,43,7,0,232,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Built-up,183,123,0,26,0,82,5,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Water,598,56,74,110,0,0,59,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Forest,787,146,113,0,0,554,212,248,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Non_Water,3,0,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,Permanent_ice_and_snow,0,2,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Grassland,0,98,53,92,41,87,46,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Forest,611,283,90,0,44,417,207,244,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Non_Wetland,1,2,0,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Bareland,93,0,35,17,1,30,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Built-up,182,152,0,14,0,29,3,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Water,317,274,67,97,4,0,50,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Non_Water,2,2,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Shrubland,33,27,9,12,1,13,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Cropland,322,82,101,112,0,35,13,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Wetland,109,44,0,29,5,141,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Grassland,0,0,0,0,0,20,74,0,267,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Wetland,0,0,0,0,0,1,0,0,311,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Water,0,0,0,0,0,0,449,0,335,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Shrubland,0,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Cropland,0,0,0,0,0,0,11,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Forest,0,0,0,0,0,97,240,0,617,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Bareland,0,0,0,0,0,4,67,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,Built-up,0,0,0,0,0,2,21,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Water,0,0,0,0,0,0,0,0,0,779,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Grassland,0,0,0,0,0,159,0,0,0,141,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Bareland,0,0,0,0,0,104,0,0,0,101,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Forest,0,0,0,0,0,347,0,0,0,340,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Shrubland,0,0,0,0,0,17,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Cropland,0,0,0,0,0,33,0,0,0,36,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Wetland,0,0,0,0,0,96,0,0,0,179,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,Built-up,0,0,0,0,0,39,0,0,0,45,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Grassland,0,70,122,274,487,20,74,421,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Bareland,3,0,174,48,270,4,67,152,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Built-up,19,3,0,83,197,2,21,182,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Water,39,223,253,316,584,0,449,612,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Forest,169,106,149,0,594,97,240,747,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Cropland,31,1,49,96,0,0,11,146,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Wetland,7,5,4,51,77,1,0,92,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Shrubland,2,1,1,4,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Grassland,0,15,192,155,294,156,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Shrubland,0,0,12,10,8,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Bareland,0,0,91,30,48,69,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Forest,0,1,322,0,302,326,156,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Built-up,0,6,0,7,48,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Water,0,47,118,145,132,0,91,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Wetland,0,4,26,66,31,67,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Cropland,0,2,85,30,0,16,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Wetland,24,13,0,178,15,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Water,108,185,0,598,55,0,184,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Forest,98,58,0,0,120,124,46,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Cropland,46,52,0,104,0,14,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Built-up,35,65,0,137,121,46,2,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Shrubland,4,10,0,46,3,12,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Bareland,1,0,0,26,17,5,1,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,Grassland,0,108,0,282,127,114,91,0,0,0,0,12
