Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,Bareland,51,13,21,23,0,52,12,10,24,0,0,94
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,Built-up,12,6,2,6,15,0,0,0,8,0,0,27
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,Forest,47,15,15,13,21,17,8,0,0,0,0,110
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,Grassland,0,12,5,8,17,14,2,0,25,0,0,57
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,Permanent_ice_and_snow,10,2,1,7,16,10,7,0,9,0,0,34
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Water,0,41,82,0,91,55,0,20,26,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Grassland,0,33,39,0,21,37,32,0,30,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Wetland,0,14,0,0,9,22,26,0,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Bareland,0,43,21,0,0,55,58,6,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Built-up,0,5,4,0,4,0,2,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Forest,0,31,29,0,21,46,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Cropland,0,0,10,0,20,47,32,0,11,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Permanent_ice_and_snow,0,9,8,0,32,4,8,0,8,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Water,25,17,15,0,46,0,0,33,58,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Cropland,9,0,0,0,15,0,5,0,8,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Wetland,14,9,0,0,25,0,42,12,37,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Bareland,8,13,1,0,0,0,33,23,7,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Built-up,8,18,0,0,19,0,9,4,11,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Forest,9,10,1,0,1,0,12,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Grassland,0,10,4,0,11,0,9,6,10,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,1,0,0,0,0
