Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Grassland,271,54,32,62,1,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Non_Wetland,6,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Shrubland,36,1,0,4,0,0,55,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Cropland,151,0,19,49,0,0,295,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Bareland,209,12,0,73,0,38,320,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Built-up,45,0,16,0,0,0,97,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Water,431,0,101,1,4,0,307,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Wetland,82,0,9,6,0,31,102,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Forest,0,9,41,75,3,119,427,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Non_Wetland,0,0,0,0,6,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Shrubland,4,0,11,0,6,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Grassland,83,0,160,32,60,32,0,122,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Cropland,59,0,78,30,19,1,256,115,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Bareland,22,0,0,18,12,10,157,28,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Built-up,4,0,44,0,0,1,54,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Water,72,0,245,1,155,0,353,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Forest,0,0,364,19,306,107,598,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Wetland,2,0,36,0,0,19,86,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Grassland,42,100,237,15,33,48,0,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Non_Wetland,0,0,2,0,3,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Forest,0,43,442,5,102,227,553,213,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Bareland,1,28,0,5,2,10,113,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Water,38,0,281,1,49,0,202,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Shrubland,1,2,17,1,1,4,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Cropland,9,0,163,12,3,7,194,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Wetland,6,0,73,0,0,43,66,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Lichens_and_Mosses,0,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,Built-up,0,4,74,0,0,0,56,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Grassland,0,0,0,0,80,11,0,0,100,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Shrubland,0,0,0,0,0,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Wetland,0,0,0,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Cropland,0,0,0,0,2,2,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Bareland,0,0,0,0,43,12,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Forest,0,0,0,0,250,51,0,0,351,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,Water,0,0,0,0,268,0,0,0,109,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Grassland,0,0,0,0,0,48,0,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Bareland,0,0,0,0,0,85,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Cropland,0,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Wetland,0,0,0,0,0,19,0,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Water,0,0,0,0,0,0,0,0,0,149,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,Forest,0,0,0,0,0,154,0,0,0,86,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXM_M_R,Grassland,150,222,115,102,80,11,0,208,0,0,74,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXM_M_R,Forest,0,191,232,64,250,51,132,240,0,0,14,0
