Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Bareland,11,199,0,84,82,53,1,223,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Built-up,12,132,11,0,61,24,0,134,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Water,4,78,44,6,131,0,65,170,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Forest,91,263,27,67,0,40,31,333,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Cropland,29,0,12,121,220,37,0,333,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Wetland,0,9,12,4,64,18,0,57,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Shrubland,20,52,15,20,63,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Grassland,0,246,0,64,109,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Bareland,0,184,0,170,28,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Built-up,0,56,3,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Shrubland,0,159,0,96,100,15,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Forest,0,184,0,95,0,35,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Wetland,0,17,0,0,23,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Water,0,21,2,29,18,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Cropland,0,0,6,173,69,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Shrubland,103,95,101,0,196,38,7,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Cropland,88,0,165,0,105,1,1,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Wetland,47,3,6,0,88,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Water,42,18,26,0,142,0,45,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Forest,59,58,28,0,0,13,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Bareland,1,54,0,0,31,8,1,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Built-up,4,94,86,0,59,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,Grassland,0,64,48,0,99,23,2,0,0,0,0,1
