Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Grassland,0,39,42,21,12,19,44,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Cropland,103,0,70,52,23,41,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Wetland,143,82,0,42,0,82,102,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Lichens_and_Mosses,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Bareland,56,23,44,0,8,25,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Built-up,14,7,1,8,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Water,161,88,115,70,5,0,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Forest,110,67,73,47,24,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R,Permanent_ice_and_snow,15,5,10,1,0,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Grassland,0,0,12,0,0,8,0,94,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Cropland,0,0,39,0,0,26,0,113,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Bareland,0,0,17,0,0,5,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Forest,0,0,45,0,0,31,0,146,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Wetland,0,0,0,0,0,25,0,291,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Built-up,0,0,0,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Water,0,0,64,0,0,0,0,96,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Grassland,0,0,0,0,0,59,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Cropland,0,0,0,0,0,110,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Wetland,0,0,0,0,0,141,0,0,77,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Bareland,0,0,0,0,0,43,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Water,0,0,0,0,0,0,0,0,219,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Forest,0,0,0,0,0,105,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Water,44,55,64,38,7,0,85,0,0,85,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Cropland,67,0,39,50,25,26,74,0,0,80,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Wetland,41,44,0,31,0,25,60,0,0,57,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Built-up,7,11,0,4,0,2,8,0,0,7,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Forest,67,69,45,60,21,31,0,0,0,87,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Grassland,0,33,12,33,7,8,46,0,0,50,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Bareland,29,35,17,0,10,5,46,0,0,41,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,Permanent_ice_and_snow,4,6,0,2,0,0,12,0,0,9,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Water,0,179,99,13,21,0,91,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Grassland,0,98,47,1,13,19,53,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Wetland,0,129,0,2,8,88,102,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Bareland,0,79,9,0,16,31,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Built-up,0,4,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Forest,0,86,61,2,31,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Cropland,0,0,27,3,24,16,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,Permanent_ice_and_snow,0,13,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Water,68,60,78,83,0,0,91,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Cropland,43,0,21,43,0,29,37,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Wetland,72,57,0,54,0,62,79,0,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Built-up,5,9,1,2,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Forest,32,33,21,26,0,24,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Bareland,2,0,1,0,0,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,Grassland,0,9,8,11,0,7,11,0,0,0,0,4
