Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Shrubland,288,93,120,79,160,69,104,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Non_Wetland,3,0,0,1,3,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Grassland,0,118,29,36,139,26,58,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Bareland,342,62,0,55,69,64,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Built-up,160,55,57,0,84,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Water,478,45,365,0,342,14,154,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Forest,494,76,66,123,0,51,126,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Cropland,405,0,117,11,166,112,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Wetland,86,14,17,74,51,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Non_Water,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R,Permanent_ice_and_snow,2,1,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Non_Wetland,3,0,0,3,2,0,9,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Shrubland,108,0,69,85,16,19,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Grassland,0,0,53,64,22,25,24,261,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Cropland,356,0,217,42,19,44,4,472,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Wetland,60,0,4,180,2,1,0,198,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Bareland,113,0,0,225,5,34,3,283,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Built-up,72,0,114,5,1,0,0,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Water,142,0,79,0,50,4,74,639,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Forest,357,0,269,346,0,61,168,843,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Non_Water,0,0,0,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Wetland,0,0,0,10,0,0,0,0,305,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Shrubland,0,0,0,0,0,0,0,0,191,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Grassland,0,0,0,11,0,0,26,0,104,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Forest,0,0,0,98,0,0,98,0,436,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Water,0,0,0,0,0,0,263,0,213,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Bareland,0,0,0,77,0,0,39,0,46,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Cropland,0,0,0,17,0,0,1,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Built-up,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Non_Wetland,2,0,6,1,0,0,3,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Grassland,0,81,129,11,10,13,27,406,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Wetland,8,7,32,37,6,1,0,229,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Bareland,36,60,0,65,1,35,6,145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Water,15,25,495,0,77,2,194,763,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Forest,141,71,480,96,0,16,225,915,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Non_Water,0,0,2,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Shrubland,54,24,106,18,17,13,32,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Built-up,60,28,147,13,4,0,0,157,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Cropland,197,0,288,10,12,47,1,357,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,Permanent_ice_and_snow,0,1,2,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Water,0,0,0,0,0,0,0,0,0,438,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Grassland,0,0,0,126,0,0,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Shrubland,0,0,0,164,0,0,0,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Bareland,0,0,0,144,0,0,0,0,0,119,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Cropland,0,0,0,66,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Wetland,0,0,0,130,0,0,0,0,0,49,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,Forest,0,0,0,260,0,0,0,0,0,115,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Grassland,0,165,26,11,190,43,26,250,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Bareland,57,289,0,77,90,106,39,294,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Forest,226,253,82,98,0,82,98,450,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Cropland,126,0,14,17,200,101,1,309,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Wetland,2,1,33,10,90,2,0,88,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Built-up,46,105,8,4,40,0,0,100,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Water,51,121,157,0,259,19,263,457,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Shrubland,48,57,38,0,54,21,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,Permanent_ice_and_snow,0,2,0,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Grassland,0,243,0,31,146,76,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Shrubland,0,118,0,85,134,96,30,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Forest,0,160,0,172,0,111,36,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Bareland,0,142,0,127,123,127,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Built-up,0,25,1,1,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Water,0,3,37,0,100,8,41,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Cropland,0,0,1,0,73,122,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Wetland,0,0,1,32,36,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Wetland,58,2,27,35,155,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Shrubland,119,108,109,48,254,0,16,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Forest,68,53,23,30,0,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Cropland,76,0,154,0,85,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Water,97,22,255,0,462,0,31,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Bareland,4,56,0,19,72,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Built-up,2,58,43,0,80,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,Grassland,0,97,62,10,154,0,1,0,0,0,0,1
