Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Shrubland,380,87,80,203,59,116,75,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Non_Wetland,9,1,0,9,0,13,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Grassland,0,161,73,164,35,71,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Bareland,206,55,0,114,48,15,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Built-up,154,45,57,115,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Water,924,141,254,696,6,231,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Forest,989,252,129,0,89,161,277,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Cropland,664,0,181,423,127,51,61,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Wetland,392,109,2,151,0,0,100,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Non_Water,1,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R,Permanent_ice_and_snow,4,0,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Non_Wetland,7,0,0,3,0,19,3,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Shrubland,132,0,32,45,25,87,77,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Grassland,0,0,24,110,28,91,64,259,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Cropland,675,0,116,273,131,116,148,584,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Wetland,90,0,0,86,0,0,206,307,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Bareland,172,0,0,37,83,12,97,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Built-up,124,0,61,27,0,3,22,116,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Water,426,0,38,239,3,319,0,787,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Forest,708,0,172,0,61,507,546,1171,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Non_Water,1,0,0,0,0,0,4,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,Permanent_ice_and_snow,2,0,0,0,0,3,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Wetland,0,0,0,0,0,0,72,0,708,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Shrubland,0,0,0,0,0,0,0,0,352,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Grassland,0,0,0,0,0,36,42,0,298,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Water,0,0,0,0,0,287,0,0,620,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Forest,0,0,0,0,0,242,205,0,1187,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Bareland,0,0,0,0,0,8,20,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Cropland,0,0,0,0,0,12,11,0,296,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Built-up,0,0,0,0,0,1,7,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Non_Wetland,2,0,8,1,0,13,1,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Grassland,0,60,129,67,18,108,33,263,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Wetland,28,0,112,31,0,0,95,236,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Bareland,128,11,0,27,6,1,23,48,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Water,311,8,750,234,14,526,0,697,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Forest,578,167,725,0,23,607,315,1050,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Non_Water,1,0,0,0,0,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Shrubland,121,20,114,38,9,77,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Built-up,151,8,153,10,0,4,2,104,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Cropland,600,0,404,180,52,92,42,414,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,Permanent_ice_and_snow,1,0,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Water,0,0,0,0,0,0,0,0,0,789,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Grassland,0,0,0,0,0,0,171,0,0,79,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Shrubland,0,0,0,0,0,0,122,0,0,59,0,0
