Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Wetland,0,0,0,0,0,0,218,0,0,183,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Bareland,0,0,0,0,0,0,43,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Cropland,0,0,0,0,0,0,130,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Forest,0,0,0,0,0,0,374,0,0,416,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,Built-up,0,0,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Grassland,0,601,3,296,71,36,42,566,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Wetland,0,132,1,178,0,0,72,261,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Bareland,1,333,0,83,87,8,20,274,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Water,0,718,49,444,24,287,0,698,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Forest,22,1020,35,0,89,242,205,947,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Built-up,0,183,0,37,0,1,7,127,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Cropland,1,0,1,261,85,12,11,468,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Shrubland,3,73,1,43,18,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,Permanent_ice_and_snow,0,5,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Grassland,0,506,4,175,114,15,84,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Forest,0,656,4,0,252,165,559,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Shrubland,0,234,1,121,70,27,115,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Wetland,0,98,0,36,2,0,100,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Bareland,0,206,0,52,135,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Built-up,0,44,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Water,0,299,9,105,25,124,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Cropland,0,0,5,149,106,5,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Forest,161,162,167,0,0,21,124,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Shrubland,117,82,85,290,0,70,97,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Wetland,76,10,0,295,0,0,114,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Cropland,195,0,216,257,0,44,95,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Bareland,6,24,0,45,0,0,12,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Water,59,32,74,744,0,140,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Built-up,2,25,47,91,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,Grassland,0,99,134,191,0,29,58,0,0,0,0,10
