Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Shrubland,158,23,112,28,17,28,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Grassland,0,113,267,90,48,52,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Non_Wetland,7,0,6,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Bareland,93,14,50,6,0,16,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Built-up,172,94,210,0,48,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Forest,819,248,0,285,122,165,368,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Cropland,650,0,538,84,143,152,120,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Wetland,49,0,63,0,2,1,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R,Water,397,26,422,263,152,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Non_Wetland,4,0,2,8,2,0,4,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Shrubland,53,0,29,33,37,6,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Grassland,0,0,129,124,44,33,40,131,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Cropland,651,0,298,195,223,183,101,394,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Wetland,29,0,21,0,9,0,136,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Bareland,115,0,15,6,0,9,81,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Built-up,140,0,37,25,87,0,15,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Water,250,0,153,184,38,25,0,111,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,Forest,709,0,0,623,333,107,520,678,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Grassland,0,79,57,138,131,18,55,101,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Non_Wetland,4,0,0,12,1,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Forest,755,185,0,901,652,62,518,536,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Wetland,57,0,3,0,18,0,83,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Water,214,2,141,440,322,10,0,53,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Shrubland,57,14,15,47,59,1,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Built-up,160,17,27,36,218,0,13,55,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Bareland,30,4,0,9,0,1,19,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,Cropland,608,0,137,236,540,108,137,253,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Grassland,0,0,0,22,0,0,31,0,331,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Wetland,0,0,0,0,0,0,8,0,280,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Forest,0,0,0,157,0,0,176,0,1548,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Water,0,0,0,219,0,0,0,0,529,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Shrubland,0,0,0,0,0,0,0,0,105,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Bareland,0,0,0,5,0,0,7,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Cropland,0,0,0,15,0,0,22,0,486,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,Built-up,0,0,0,1,0,0,8,0,60,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Grassland,0,0,0,0,0,0,46,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Shrubland,0,0,0,0,0,0,4,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Water,0,0,0,0,0,0,0,0,0,317,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Wetland,0,0,0,0,0,0,42,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Cropland,0,0,0,0,0,0,62,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
