Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDQ_M_R
4212,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4213,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4214,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4215,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4216,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
4217,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4218,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4219,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4220,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4221,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
4222,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Water
4223,Wetland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Water
4224,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4225,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4226,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4227,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4228,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4229,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
4230,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4231,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4232,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4233,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4234,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4235,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4236,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4237,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4238,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4239,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4240,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4241,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4242,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4243,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4244,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4245,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4246,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4247,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4248,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4249,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4250,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4251,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4252,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
4253,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4254,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4255,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4256,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4257,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4258,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4259,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4260,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4261,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4262,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4263,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4264,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4265,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4266,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
4267,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4268,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4269,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
4270,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Bareland
4271,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
4272,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
4273,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
4274,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
4275,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
4276,Wetland,Cropland,Water,Water,Water,Grassland,Forest,Forest
4277,Wetland,Cropland,Water,Water,Water,Water,Water,Water
4278,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4279,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4280,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Bareland
4281,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4282,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4283,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4284,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4285,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4286,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4287,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4288,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
4289,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4290,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4291,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4292,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4293,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4294,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4295,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
4296,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4297,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4298,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4299,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4300,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
4301,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
4302,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
4303,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
4304,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4305,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4306,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4307,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
4308,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4309,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4310,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4311,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4312,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4313,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4314,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4315,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4316,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4317,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4318,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4319,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4320,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4321,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4322,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4323,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4324,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4325,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4326,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4327,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4328,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4329,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4330,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4331,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4332,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4333,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4334,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4335,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4336,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4337,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4338,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4339,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4340,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4341,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4342,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4343,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4344,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4345,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4346,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4347,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4348,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4349,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4350,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4351,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4352,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4353,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4354,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4355,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
4356,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4357,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4358,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4359,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4360,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4361,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4362,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4363,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4364,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4365,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4366,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4367,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4368,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4369,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4370,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
4371,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
4372,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4373,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4374,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4375,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
4376,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4377,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4378,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4379,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4380,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4381,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4382,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4383,Wetland,Water,Water,NULL,Water,Shrubland,Water,Water
4384,Wetland,Water,Water,NULL,Water,Water,NULL,Water
4385,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
4386,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
4387,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
4388,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
4389,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4390,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
4391,Wetland,Water,Water,Water,Water,Grassland,Water,Water
4392,Wetland,Water,Water,Water,Water,Water,NULL,Water
4393,Wetland,Water,Water,Water,Water,Water,Water,Grassland
4394,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4395,Wetland,Water,Water,Water,Water,Water,Water,Water
4396,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4397,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4398,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4399,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4400,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4401,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4402,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4403,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4404,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4405,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4406,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4407,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4408,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4409,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4410,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4411,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4412,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4413,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4414,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4415,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4416,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4417,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4418,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4419,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4420,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4421,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4422,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4423,Wetland,Forest,Water,NULL,Water,Grassland,Water,Water
4424,Wetland,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
4425,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
4426,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4427,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4428,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4429,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4430,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4431,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4432,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4433,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4434,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4435,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4436,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4437,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4438,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4439,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4440,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4441,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4442,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4443,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4444,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4445,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
4446,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4447,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4448,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4449,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4450,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4451,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4452,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4453,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4454,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4455,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4456,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4457,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4458,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4459,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4460,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4461,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4462,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4463,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4464,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4465,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4466,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
4467,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4468,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4469,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4470,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4483,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4484,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4485,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4491,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4492,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4493,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4494,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4495,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4496,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4497,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4498,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
4501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4502,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4503,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4504,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4505,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4506,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4516,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4517,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4518,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4519,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4520,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4521,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Water
4522,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
4523,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
4524,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4525,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4526,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4527,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4528,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4529,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4530,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4531,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4532,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4533,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4534,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4535,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4536,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
