,0
Water,13679
Forest,10827
Grassland,5948
Bareland,3879
Wetland,2635
Non_Water,1343
Built-up,1170
Non_Wetland,903
Cropland,685
Shrubland,512
Lichens_and_Mosses,224
Permanent_ice_and_snow,51
