Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Shrubland,286,81,75,97,116,41,60,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Non_Wetland,8,5,0,1,8,2,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Grassland,0,173,100,88,195,41,84,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Bareland,365,150,0,116,172,110,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Built-up,277,139,143,0,193,12,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Water,789,150,318,29,529,0,133,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Forest,972,383,206,265,0,292,152,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Cropland,761,0,317,282,428,110,76,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Wetland,162,15,17,3,56,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Non_Wetland,4,0,5,0,4,5,18,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Shrubland,84,0,62,21,48,59,103,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Grassland,0,0,105,50,158,129,187,177,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Cropland,600,0,333,228,396,194,339,460,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Wetland,27,0,139,0,12,113,0,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Bareland,150,0,0,81,82,241,22,93,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Built-up,121,0,176,0,101,86,54,150,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Forest,562,0,365,153,0,493,693,659,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Non_Water,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Water,281,0,400,37,262,0,332,234,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Wetland,0,0,0,0,0,25,0,0,467,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Grassland,0,0,0,0,0,36,14,0,444,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Forest,0,0,0,0,0,151,146,0,1424,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Shrubland,0,0,0,0,0,0,0,0,227,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Bareland,0,0,0,0,0,155,95,0,140,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Water,0,0,0,0,0,0,243,0,554,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Cropland,0,0,0,0,0,42,7,0,644,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,Built-up,0,0,0,0,0,22,1,0,131,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Non_Wetland,7,0,9,0,2,0,19,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Grassland,0,85,198,27,108,26,199,183,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Wetland,21,0,144,1,10,11,0,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Forest,605,181,925,40,0,127,750,641,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Bareland,223,17,0,74,39,22,48,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Water,188,21,1118,25,265,0,525,379,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Non_Water,2,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Shrubland,89,26,106,8,35,9,67,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Built-up,249,28,265,0,52,1,76,154,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Cropland,678,0,501,145,234,17,294,369,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Grassland,0,0,0,0,0,43,0,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Shrubland,0,0,0,0,0,30,0,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Bareland,0,0,0,0,0,149,0,0,0,161,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Water,0,0,0,0,0,0,0,0,0,739,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Wetland,0,0,0,0,0,102,0,0,0,124,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Cropland,0,0,0,0,0,41,0,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Forest,0,0,0,0,0,134,0,0,0,259,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,Built-up,0,0,0,0,0,4,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Grassland,0,578,11,157,278,36,14,675,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Wetland,0,76,2,6,70,25,0,187,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Bareland,9,520,0,324,145,155,95,511,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Built-up,1,275,2,0,76,22,1,271,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Forest,44,1003,27,289,0,151,146,1219,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Cropland,27,0,1,256,358,42,7,725,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Water,0,647,99,91,338,0,243,701,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Shrubland,1,35,2,14,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Grassland,0,690,12,153,213,80,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Wetland,0,215,8,8,40,77,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Bareland,0,428,0,277,54,108,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Forest,0,905,4,529,0,548,48,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Shrubland,0,216,0,96,75,49,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Built-up,0,121,4,0,4,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Water,0,532,28,60,64,0,83,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Cropland,0,0,8,240,138,16,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,Permanent_ice_and_snow,0,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Wetland,117,14,37,0,201,82,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Forest,187,190,146,0,0,109,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Shrubland,106,77,76,0,207,52,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Cropland,253,0,212,0,322,97,3,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Bareland,63,64,0,0,115,61,3,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Water,82,35,185,0,607,0,42,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Built-up,51,171,148,0,221,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,Grassland,0,93,141,0,175,69,0,0,0,0,0,2
