Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Grassland,0,14,3,1,5,16,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Cropland,62,0,45,13,27,63,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Wetland,78,55,34,1,40,85,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Lichens_and_Mosses,3,0,2,0,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Bareland,70,38,0,10,50,71,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Built-up,11,4,7,0,1,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Water,99,89,85,2,0,133,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Forest,94,53,77,25,48,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R,Permanent_ice_and_snow,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Grassland,0,0,0,0,18,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Cropland,0,0,0,0,44,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Wetland,0,0,0,0,66,0,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Bareland,0,0,0,0,65,0,0,50,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Water,0,0,0,0,0,0,0,180,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,Forest,0,0,0,0,91,0,0,62,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Grassland,0,0,0,0,3,0,2,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Cropland,0,0,0,0,6,0,4,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Forest,0,0,0,0,30,0,37,0,80,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Wetland,0,0,0,0,6,0,0,0,145,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Bareland,0,0,0,0,14,0,27,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,Water,0,0,0,0,0,0,48,0,46,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Water,50,70,48,19,0,60,48,0,0,65,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Cropland,34,0,28,23,6,34,4,0,0,37,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Wetland,21,36,14,4,6,21,0,0,0,23,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Bareland,34,56,0,35,14,45,27,0,0,48,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Built-up,8,8,5,0,1,4,0,0,0,10,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Forest,61,83,56,40,30,0,37,0,0,73,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Grassland,0,17,2,0,3,12,2,0,0,12,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Grassland,0,10,0,4,7,21,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Forest,0,25,11,29,61,0,51,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Water,0,2,47,9,0,80,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Cropland,0,0,12,25,35,57,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Wetland,0,6,4,7,52,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Bareland,0,21,0,12,66,49,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,Built-up,0,1,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Cropland,10,0,11,0,5,11,7,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Wetland,16,36,25,0,27,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Water,15,54,77,0,0,62,30,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Forest,23,37,33,0,27,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Grassland,0,7,7,0,6,9,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,Bareland,0,13,0,0,18,8,2,0,0,0,0,0
