Dataset,MajorityClass,Forest,Built-up,Bareland,Grassland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,Wetland,0,0,0,0,0,9,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,Water,0,0,0,0,0,0,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,Forest,0,0,0,0,0,71,0,0,54,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Grassland,36,8,16,0,11,2,45,0,0,31,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Forest,0,8,93,26,141,24,105,0,0,21,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Bareland,1,1,0,0,0,0,7,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Water,32,4,45,4,82,0,20,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Shrubland,2,2,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,Grassland,22,0,0,0,0,7,0,0,0,11,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,Forest,0,0,0,0,4,143,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,Wetland,15,0,1,0,0,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,Shrubland,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,Water,24,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Forest,0,0,1,9,0,2,0,0,0,7,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Wetland,45,0,1,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Grassland,40,0,11,0,0,11,0,0,0,14,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Shrubland,21,0,0,0,0,0,0,0,0,4,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Bareland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,Water,159,0,0,0,0,0,0,0,0,0,0,0
