Dataset,MajorityClass,Forest,Built-up,Bareland,Grassland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Grassland,66,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Non_Wetland,3,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Shrubland,21,0,1,31,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Bareland,5,0,0,15,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Water,114,0,7,28,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Cropland,6,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Wetland,21,0,1,27,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Built-up,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R,Forest,0,0,0,110,0,64,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Non_Wetland,0,0,0,1,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Shrubland,9,0,9,9,6,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Grassland,22,0,17,0,17,5,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Bareland,3,0,0,8,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Forest,0,0,27,152,171,75,74,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Cropland,2,0,1,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Wetland,6,0,0,8,0,9,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Built-up,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,Water,53,0,0,44,83,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Grassland,5,0,31,0,0,1,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Non_Wetland,0,0,0,1,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Forest,0,0,46,170,28,119,147,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Water,19,0,2,21,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Shrubland,0,0,10,11,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Cropland,0,0,6,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Wetland,1,0,0,18,0,21,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,Grassland,0,0,0,0,11,2,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,Shrubland,0,0,0,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,Forest,0,0,0,0,141,24,0,169,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,Water,0,0,0,0,82,0,0,48,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,Grassland,0,0,0,0,0,9,0,0,1,0,0,0
