Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Grassland,494,15,91,75,43,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Non_Wetland,5,0,1,0,2,1,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Shrubland,40,0,2,9,3,1,74,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Cropland,92,0,12,30,0,0,136,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Wetland,652,0,56,5,0,147,804,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Bareland,104,0,0,40,0,25,221,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Built-up,188,0,52,0,1,16,280,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Water,888,0,246,5,168,0,914,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Forest,0,0,62,68,44,88,895,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Non_Wetland,1,0,1,0,7,2,6,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Shrubland,6,0,12,13,17,6,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Grassland,183,0,108,110,291,148,0,55,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Cropland,30,0,32,20,24,6,128,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Wetland,133,0,20,8,0,314,594,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Bareland,14,0,0,77,43,82,229,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,Water,304,0,28,113,437,0,774,15,0,0,0,0
