Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Shrubland,268,27,32,41,120,27,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Grassland,0,113,70,63,231,42,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Non_Wetland,10,0,1,0,7,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Bareland,192,33,0,68,82,20,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Built-up,322,81,101,0,196,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Water,834,16,207,20,565,0,125,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Forest,1375,205,173,171,0,378,125,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Cropland,678,0,173,192,380,55,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Wetland,175,0,4,0,98,71,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Non_Wetland,2,0,3,0,2,4,16,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Shrubland,54,0,40,13,33,42,56,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Grassland,0,0,87,54,150,126,80,221,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Cropland,524,0,200,206,263,111,107,390,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Wetland,17,0,28,2,52,166,0,55,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Bareland,137,0,0,42,26,85,19,62,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Water,239,0,103,59,242,0,124,282,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Forest,568,0,488,189,0,736,525,1009,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Non_Water,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Built-up,151,0,158,0,78,46,33,154,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Grassland,0,74,163,29,99,70,100,132,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Non_Wetland,4,0,10,0,1,1,15,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Wetland,25,0,104,0,35,27,0,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Forest,707,131,949,77,0,386,878,725,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Non_Water,0,0,2,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Water,141,6,609,74,216,0,369,205,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Shrubland,83,15,103,9,26,17,64,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Bareland,77,33,0,10,4,17,13,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Built-up,214,35,268,0,40,10,92,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Cropland,499,0,393,112,163,49,102,187,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Wetland,0,0,0,0,0,8,0,0,323,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Grassland,0,0,0,0,0,37,31,0,206,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Bareland,0,0,0,0,0,13,8,0,61,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Water,0,0,0,0,0,0,271,0,411,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Forest,0,0,0,0,0,194,220,0,1456,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Shrubland,0,0,0,0,0,0,0,0,162,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Cropland,0,0,0,0,0,13,3,0,217,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,Built-up,0,0,0,0,0,15,10,0,124,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Grassland,0,0,0,0,0,73,0,0,0,77,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Shrubland,0,0,0,0,0,30,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Wetland,0,0,0,0,0,77,0,0,0,88,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Bareland,0,0,0,0,0,30,0,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Water,0,0,0,0,0,0,0,0,0,671,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Cropland,0,0,0,0,0,30,0,0,0,40,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Built-up,0,0,0,0,0,9,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,Forest,0,0,0,0,0,334,0,0,0,470,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,Grassland,0,574,17,167,253,37,31,474,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,Wetland,0,57,6,11,71,8,0,96,0,0,0,0
