Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Shrubland,98,74,33,15,5,8,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Grassland,0,190,186,67,13,39,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Non_Wetland,12,15,7,6,0,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Bareland,161,134,58,4,0,59,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Water,780,885,242,428,120,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Forest,955,0,387,156,53,191,296,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Cropland,949,718,0,137,216,271,201,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Wetland,480,401,121,0,14,10,264,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Built-up,272,266,163,3,111,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Non_Wetland,10,4,0,22,1,0,7,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Shrubland,45,21,0,69,6,9,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Grassland,0,121,0,309,27,35,52,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Cropland,736,376,0,938,306,272,288,83,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Wetland,67,68,0,0,10,5,467,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Bareland,30,34,0,46,0,62,73,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Built-up,112,99,0,121,156,0,37,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Forest,546,0,0,1232,203,126,423,208,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,Water,212,329,0,1014,84,120,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Wetland,0,0,0,0,0,0,140,0,1457,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Grassland,0,0,0,20,0,0,29,0,613,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Forest,0,0,0,134,0,0,171,0,2194,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Water,0,0,0,313,0,0,0,0,1202,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Shrubland,0,0,0,0,0,0,0,0,122,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Cropland,0,0,0,63,0,0,94,0,1480,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Built-up,0,0,0,6,0,0,31,0,249,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,Bareland,0,0,0,2,0,0,29,0,65,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,Grassland,0,34,66,295,131,29,1,30,0,0,0,0
