Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Shrubland,3,3,3,3,3,1,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Grassland,0,18,10,18,16,11,0,26,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Cropland,58,0,4,37,27,12,0,53,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Wetland,50,9,0,44,4,30,2,37,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Lichens_and_Mosses,2,1,0,2,1,1,1,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Bareland,95,38,0,0,36,40,14,71,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Built-up,20,12,1,19,0,5,0,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Water,155,40,21,128,36,0,21,121,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Permanent_ice_and_snow,20,0,0,21,3,4,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R,Forest,105,61,8,79,29,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Grassland,0,0,1,0,0,2,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Forest,0,0,38,0,0,12,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Cropland,0,0,3,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Bareland,0,0,36,0,0,13,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Built-up,0,0,1,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Water,0,0,72,0,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Wetland,0,0,0,0,0,0,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Shrubland,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Grassland,0,0,0,0,0,21,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Cropland,0,0,0,0,0,21,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Wetland,0,0,0,0,0,57,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Bareland,0,0,0,0,0,111,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Built-up,0,0,0,0,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Water,0,0,0,0,0,0,0,0,0,138,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Forest,0,0,0,0,0,118,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,7,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Water,63,40,72,47,47,0,4,85,0,0,139,20
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Cropland,39,0,3,21,22,0,0,38,0,0,61,13
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Bareland,53,34,36,0,44,13,5,50,0,0,97,19
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Built-up,11,4,1,8,0,0,0,7,0,0,21,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Forest,60,39,38,39,31,12,0,0,0,0,99,17
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Grassland,0,9,1,10,7,2,0,23,0,0,35,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Wetland,3,1,0,4,0,0,0,6,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,Permanent_ice_and_snow,7,2,0,6,3,3,0,7,0,0,29,4
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Grassland,0,22,12,17,29,20,0,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Wetland,0,4,0,17,17,30,0,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Bareland,0,21,1,0,37,61,3,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Built-up,0,2,0,4,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Water,0,11,9,97,44,0,3,60,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Forest,0,38,3,48,45,69,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Cropland,0,0,1,25,29,13,0,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,Permanent_ice_and_snow,0,0,0,18,1,14,0,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Cropland,6,0,0,10,0,4,0,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Wetland,5,21,0,27,0,23,14,24,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Bareland,3,9,1,0,0,24,12,19,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Built-up,6,12,0,12,0,11,2,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Water,4,17,5,67,0,0,23,82,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Forest,16,32,1,31,0,29,17,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Grassland,0,8,5,10,0,10,5,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,Permanent_ice_and_snow,0,0,0,1,0,6,0,0,0,0,0,0
