Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Shrubland,380,73,235,64,68,72,92,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Grassland,0,138,315,43,78,48,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Non_Wetland,9,2,8,3,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Bareland,322,51,242,4,0,109,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Forest,866,224,0,113,96,103,256,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Cropland,710,0,510,12,113,127,66,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Wetland,382,19,268,0,16,2,173,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Built-up,254,59,212,4,74,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Water,1031,44,814,270,224,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Non_Water,3,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Lichens_and_Mosses,5,0,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R,Permanent_ice_and_snow,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,Non_Wetland,3,0,0,15,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,Shrubland,144,0,48,76,45,31,53,0,0,0,0,0
