Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Shrubland,248,58,78,43,188,75,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Non_Wetland,9,7,2,0,5,17,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Grassland,0,99,34,24,123,43,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Bareland,159,34,0,17,36,16,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Built-up,157,72,42,0,154,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Water,490,14,170,5,354,274,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Cropland,160,0,38,16,95,22,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Wetland,424,69,31,4,285,0,117,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Forest,425,89,47,37,0,77,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Non_Water,3,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R,Permanent_ice_and_snow,4,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Non_Wetland,13,0,1,0,2,9,7,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Shrubland,109,0,41,25,18,34,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Grassland,0,0,31,33,21,50,37,235,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Cropland,215,0,46,40,15,35,30,214,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Wetland,213,0,15,6,64,0,307,536,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Bareland,151,0,0,9,12,8,138,117,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Built-up,120,0,62,0,3,5,19,163,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Water,299,0,17,29,44,97,0,473,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Forest,336,0,124,102,0,186,170,854,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Non_Water,1,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Non_Wetland,7,0,1,0,1,22,3,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Grassland,0,10,117,16,28,100,27,234,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Bareland,80,2,0,9,0,23,16,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Forest,294,11,242,45,0,327,69,708,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Wetland,85,1,52,2,79,0,107,367,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Built-up,131,2,159,0,5,13,2,143,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Water,161,0,210,6,102,418,0,417,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Non_Water,0,0,1,0,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Shrubland,92,9,95,16,13,78,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Cropland,171,0,179,23,18,38,9,145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,Permanent_ice_and_snow,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Shrubland,0,0,0,0,0,0,0,0,220,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Grassland,0,0,0,0,0,34,2,0,203,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Wetland,0,0,0,0,0,0,14,0,574,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Water,0,0,0,0,0,428,0,0,453,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Forest,0,0,0,0,0,153,26,0,563,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Bareland,0,0,0,0,0,18,3,0,46,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Cropland,0,0,0,0,0,1,0,0,89,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Built-up,0,0,0,0,0,4,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Water,0,0,0,0,0,0,0,0,0,327,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Grassland,0,0,0,0,0,0,78,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Shrubland,0,0,0,0,0,0,88,0,0,40,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Wetland,0,0,0,0,0,0,271,0,0,211,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Bareland,0,0,0,0,0,0,64,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Cropland,0,0,0,0,0,0,14,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Built-up,0,0,0,0,0,0,9,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,Forest,0,0,0,0,0,0,151,0,0,71,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Grassland,0,205,27,55,195,34,2,211,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Wetland,62,43,22,0,179,0,14,114,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Bareland,15,164,0,77,80,18,3,135,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Water,11,180,67,33,262,428,0,507,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Built-up,40,114,6,0,73,4,0,110,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Forest,169,251,48,82,0,153,26,322,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Shrubland,32,42,14,14,46,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Cropland,25,0,1,7,108,1,0,57,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,Permanent_ice_and_snow,0,1,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Grassland,0,130,1,114,69,4,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Shrubland,0,42,0,78,68,18,69,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Forest,0,116,2,145,0,93,204,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Bareland,0,16,0,55,5,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Built-up,0,4,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Water,0,0,11,27,5,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Cropland,0,0,0,37,14,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Wetland,0,1,1,14,53,0,194,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Shrubland,44,76,49,0,182,32,72,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Forest,55,49,34,0,0,29,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Wetland,68,27,53,0,333,0,238,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Water,10,27,96,0,182,53,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Cropland,9,0,15,0,34,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Grassland,0,108,86,0,156,26,65,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Bareland,0,26,0,0,16,0,2,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,Built-up,0,44,14,0,73,0,10,0,0,0,0,1
