,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,12194
AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R,11712
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,10899
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,10344
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,9230
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,8204
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,7118
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,4321
