Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Shrubland,78,83,98,2,4,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Non_Wetland,5,9,17,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Grassland,0,286,409,17,26,26,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Bareland,120,87,77,2,0,25,84,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Forest,365,0,724,1,27,32,293,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Wetland,274,622,0,4,16,6,356,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Water,200,612,858,0,48,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Built-up,19,56,18,0,8,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KWB_M_R,Cropland,161,148,140,0,22,23,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Non_Wetland,8,3,7,0,2,0,4,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Shrubland,54,7,23,0,22,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Grassland,0,43,162,0,40,1,83,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Wetland,1061,50,0,0,39,0,628,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Bareland,48,11,9,0,0,0,6,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Water,851,99,373,0,266,0,0,106,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Forest,1030,0,470,0,352,10,352,427,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Built-up,64,2,4,0,19,0,5,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWB_M_R,Cropland,244,33,43,0,53,2,25,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Non_Wetland,8,2,7,0,0,0,6,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Grassland,0,34,232,1,42,4,114,104,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Wetland,795,129,0,0,31,0,579,197,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Forest,805,0,611,0,221,7,362,554,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Water,598,138,553,0,220,8,0,117,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Shrubland,44,6,24,0,23,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Bareland,40,3,7,0,0,0,21,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWB_M_R,Cropland,189,17,64,0,74,9,46,45,0,0,0,0
