Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Shrubland,3,2,3,3,2,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Grassland,0,7,22,7,4,4,39,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Cropland,60,0,18,6,10,4,43,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Wetland,128,9,0,30,0,50,96,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Bareland,61,3,24,0,3,12,35,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Built-up,19,3,1,7,0,1,16,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Water,150,7,108,69,3,0,135,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Forest,101,9,51,11,9,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R,Permanent_ice_and_snow,8,0,4,1,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Grassland,0,0,14,0,0,5,0,68,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Cropland,0,0,3,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Bareland,0,0,23,0,0,6,0,39,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Built-up,0,0,1,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Forest,0,0,41,0,0,15,0,120,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Wetland,0,0,0,0,0,14,0,193,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Water,0,0,66,0,0,0,0,114,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Grassland,0,0,0,0,0,64,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Cropland,0,0,0,0,0,38,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Wetland,0,0,0,0,0,194,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Bareland,0,0,0,0,0,84,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Built-up,0,0,0,0,0,7,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Water,0,0,0,0,0,0,0,0,118,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,Forest,0,0,0,0,0,118,0,0,28,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Water,69,56,66,22,12,0,67,0,0,117,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Cropland,26,0,3,8,9,0,19,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Wetland,38,31,0,14,5,14,38,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Bareland,26,25,23,0,8,6,18,0,0,52,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Built-up,8,8,1,3,0,0,5,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Forest,60,53,41,22,24,15,0,0,0,83,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Grassland,0,27,14,7,6,5,24,0,0,40,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,Permanent_ice_and_snow,4,3,0,2,0,0,2,0,0,9,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Grassland,0,29,43,3,23,20,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Water,0,4,91,67,12,0,66,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Forest,0,18,55,12,32,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Bareland,0,4,13,0,2,20,12,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Wetland,0,15,0,24,12,46,61,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Cropland,0,0,18,0,12,3,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,Permanent_ice_and_snow,0,1,0,0,3,0,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Cropland,6,0,1,1,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Wetland,44,40,0,36,0,50,56,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Built-up,2,9,0,1,0,1,6,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Water,27,41,42,55,0,0,60,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Forest,27,24,22,24,0,20,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Grassland,0,9,7,13,0,10,12,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,Bareland,0,2,3,0,0,10,3,0,0,0,0
