Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Shrubland,3,1,2,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Grassland,0,7,6,10,7,23,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Cropland,89,0,8,42,18,58,30,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Wetland,93,7,0,15,0,56,56,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Bareland,72,3,0,0,3,59,46,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Built-up,21,0,0,14,0,18,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Water,150,16,23,85,5,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Forest,111,28,29,70,24,0,69,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R,Permanent_ice_and_snow,5,0,0,2,0,5,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Forest,0,0,46,0,0,0,20,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Cropland,0,0,16,0,0,0,4,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Wetland,0,0,0,0,0,0,1,42,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Built-up,0,0,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Water,0,0,62,0,0,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Grassland,0,0,11,0,0,0,4,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,Bareland,0,0,23,0,0,0,9,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Grassland,0,0,0,0,0,0,41,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Cropland,0,0,0,0,0,0,80,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Wetland,0,0,0,0,0,0,90,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Bareland,0,0,0,0,0,0,87,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Water,0,0,0,0,0,0,0,0,148,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Forest,0,0,0,0,0,0,138,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,Built-up,0,0,0,0,0,0,21,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,Water,41,78,62,59,25,108,0,0,0,80,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,Cropland,28,0,16,30,11,73,4,0,0,56,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,Wetland,1,7,0,3,0,20,1,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,Bareland,29,41,23,0,29,43,9,0,0,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,Built-up,11,14,2,9,0,11,1,0,0,19,0
