Dataset,MajorityClass,Grassland,Built-up,Water,Forest,Wetland,Bareland,Cropland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Shrubland,408,77,71,255,137,81,32,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Non_Wetland,14,2,1,7,20,0,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Grassland,0,72,38,303,146,85,122,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Bareland,251,72,16,121,15,0,26,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Forest,1270,133,309,0,518,145,121,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Cropland,623,172,20,347,25,171,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Wetland,821,0,192,426,0,28,30,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Built-up,200,0,2,132,0,88,40,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Water,1607,20,0,1081,1074,263,38,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Non_Water,3,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R,Permanent_ice_and_snow,0,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Non_Wetland,7,0,9,2,22,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Shrubland,141,9,76,39,97,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Grassland,0,25,135,154,241,42,0,390,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Cropland,574,48,59,172,120,163,0,402,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Wetland,242,0,776,247,0,4,0,607,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Bareland,180,28,118,40,28,0,0,124,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Built-up,132,0,20,33,15,91,0,113,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Water,731,4,0,566,520,59,0,1112,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Forest,823,72,633,0,744,187,0,1432,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Non_Water,0,0,7,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Wetland,0,0,222,0,0,0,0,0,1680,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Shrubland,0,0,0,0,0,0,0,0,404,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Grassland,0,0,107,0,118,0,0,0,604,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Forest,0,0,290,0,388,0,0,0,1912,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Water,0,0,0,0,558,0,0,0,1209,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Bareland,0,0,43,0,38,0,0,0,40,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Cropland,0,0,10,0,11,0,0,0,207,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Built-up,0,0,16,0,2,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Non_Wetland,5,0,4,0,13,12,0,13,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Grassland,0,21,60,76,213,233,125,423,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Wetland,114,0,233,74,0,617,1,612,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Water,263,2,0,306,969,1332,25,1191,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Forest,817,35,337,0,835,1002,172,1318,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Bareland,144,5,1,5,0,0,88,40,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Non_Water,0,0,0,0,0,3,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Shrubland,121,14,39,19,77,132,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Built-up,156,0,2,9,2,170,48,96,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Cropland,470,71,16,48,57,313,0,215,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,Permanent_ice_and_snow,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Grassland,0,0,278,0,0,0,0,0,0,79,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Bareland,0,0,55,0,0,0,0,0,0,49,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Wetland,0,0,588,0,0,0,0,0,0,339,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Shrubland,0,0,133,0,0,0,0,0,0,57,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Water,0,0,0,0,0,0,0,0,0,902,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Forest,0,0,806,0,0,0,0,0,0,314,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Cropland,0,0,48,0,0,0,0,0,0,13,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,Built-up,0,0,10,0,0,0,0,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Grassland,0,102,107,500,118,43,554,656,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Wetland,5,15,222,573,0,54,129,436,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Bareland,4,79,43,94,38,0,268,278,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Forest,215,121,290,0,388,165,698,1013,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Built-up,11,0,16,51,2,6,151,169,0,0,0
