Dataset,MajorityClass,Forest,Built-up,Cropland,Bareland,Grassland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Grassland,218,48,16,22,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Non_Wetland,3,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Bareland,290,73,0,0,343,73,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Built-up,75,0,1,38,136,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Water,426,0,0,107,244,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Shrubland,11,3,0,0,4,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Cropland,76,34,0,5,76,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Wetland,116,7,0,23,77,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Lichens_and_Mosses,1,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Forest,0,68,1,40,255,124,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Non_Wetland,0,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Grassland,67,27,0,153,0,8,55,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Bareland,17,42,0,0,116,14,15,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Built-up,12,0,0,74,56,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Water,125,11,0,439,198,0,157,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Forest,0,52,0,572,411,117,288,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Shrubland,2,4,0,6,3,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Cropland,27,13,0,48,132,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Wetland,9,1,0,139,35,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Lichens_and_Mosses,0,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Grassland,0,0,0,0,0,4,47,0,102,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Forest,0,0,0,0,0,72,253,0,357,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Bareland,0,0,0,0,0,45,84,0,111,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Water,0,0,0,0,0,0,266,0,109,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Cropland,0,0,0,0,0,0,1,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Built-up,0,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,Wetland,0,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Non_Wetland,0,1,0,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Bareland,8,25,7,0,61,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Forest,0,53,3,714,454,205,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Grassland,28,41,15,222,0,24,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Water,42,17,0,569,107,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Shrubland,0,2,0,9,5,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Built-up,0,0,6,91,43,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Cropland,2,11,0,90,83,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Wetland,8,1,0,187,37,36,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Lichens_and_Mosses,0,0,0,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Grassland,0,0,0,0,0,61,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Bareland,0,0,0,0,0,202,0,0,0,70,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Wetland,0,0,0,0,0,56,0,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Water,0,0,0,0,0,0,0,0,0,132,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Forest,0,0,0,0,0,274,0,0,0,95,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Grassland,94,93,124,60,0,4,47,110,0,0,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Forest,0,96,136,174,144,72,253,196,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Bareland,89,142,187,0,75,45,84,155,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Built-up,13,0,47,2,26,0,0,41,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Water,117,58,45,134,36,0,266,107,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Cropland,22,18,0,3,12,0,1,22,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,Wetland,0,1,2,0,1,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Grassland,79,47,207,0,0,77,27,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Forest,0,89,109,1,0,331,126,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Bareland,106,133,79,0,0,198,73,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Built-up,3,0,31,4,0,6,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Water,51,21,18,18,0,0,109,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Wetland,16,16,6,0,0,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,Cropland,8,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Bareland,213,0,27,0,19,114,22,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Forest,0,0,46,41,31,51,12,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Wetland,132,0,6,3,3,62,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Built-up,61,0,6,48,3,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Water,369,0,0,41,3,0,11,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Grassland,163,0,58,74,0,58,8,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,Cropland,8,0,0,24,0,3,0,0,0,0,0,0
