Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Built-up,251,100,6,0,206,0,93,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Water,610,315,38,0,174,280,0,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Forest,918,0,248,0,404,348,678,255,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Non_Water,1,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Wetland,167,94,0,0,39,23,272,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Non_Wetland,2,6,10,0,4,0,2,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Grassland,0,168,69,17,111,88,91,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Forest,760,0,247,21,572,311,418,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Bareland,134,38,0,0,0,83,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Built-up,229,84,7,0,286,0,53,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Water,324,425,68,0,513,260,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Non_Water,1,0,0,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Shrubland,41,26,17,2,35,14,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Cropland,332,119,10,0,115,140,20,46,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Wetland,109,149,0,0,82,13,151,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Shrubland,0,0,0,0,0,0,0,0,84,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Grassland,0,0,84,0,0,0,16,0,272,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Wetland,0,0,0,0,0,0,3,0,340,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Forest,0,0,411,0,0,0,126,0,1015,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Water,0,0,521,0,0,0,0,0,422,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Cropland,0,0,1,0,0,0,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Bareland,0,0,99,0,0,0,12,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,Built-up,0,0,78,0,0,0,23,0,31,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Grassland,0,0,0,0,0,0,109,0,0,135,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Water,0,0,0,0,0,0,0,0,0,998,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Bareland,0,0,0,0,0,0,151,0,0,116,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Forest,0,0,0,0,0,0,308,0,0,525,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Shrubland,0,0,0,0,0,0,8,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Cropland,0,0,0,0,0,0,27,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Built-up,0,0,0,0,0,0,91,0,0,73,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,Wetland,0,0,0,0,0,0,90,0,0,262,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Grassland,0,301,84,498,43,142,16,526,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Bareland,4,99,99,289,0,270,12,297,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Built-up,26,131,78,255,19,0,23,325,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Water,25,419,521,534,191,285,0,825,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Forest,169,0,411,758,85,360,126,1140,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Cropland,14,102,1,0,1,67,0,163,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Wetland,6,72,0,37,3,0,3,141,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Shrubland,1,5,0,3,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Grassland,0,194,48,305,24,272,156,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Forest,0,0,280,406,7,559,613,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Shrubland,0,7,10,20,0,13,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Bareland,0,62,27,83,0,122,155,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Built-up,0,52,0,78,23,0,71,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Wetland,0,35,0,21,5,50,96,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Water,0,141,179,64,53,193,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,Cropland,0,38,0,0,5,82,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Bareland,9,65,0,31,0,0,39,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Water,67,696,154,53,212,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Forest,169,0,108,147,138,0,200,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Shrubland,15,57,8,4,3,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Wetland,30,199,0,18,19,0,56,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Built-up,49,315,4,168,148,0,109,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Cropland,33,65,0,0,60,0,9,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,Grassland,0,272,38,121,122,0,111,0,0,0,0,8
