Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Shrubland,3,3,3,3,3,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Grassland,0,24,37,32,16,19,0,10,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Cropland,90,0,46,39,33,12,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Wetland,113,22,0,53,2,64,2,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Lichens_and_Mosses,3,2,0,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Bareland,108,37,41,0,49,57,21,16,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Built-up,22,17,4,16,0,5,0,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Water,190,44,108,155,25,0,41,43,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Forest,77,28,58,40,16,27,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R,Permanent_ice_and_snow,38,0,6,35,6,14,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Grassland,0,0,7,0,0,4,0,0,87,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Cropland,0,0,15,0,0,9,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Bareland,0,0,30,0,0,17,0,0,89,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Built-up,0,0,1,0,0,3,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Forest,0,0,10,0,0,6,0,0,89,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Wetland,0,0,0,0,0,16,0,0,174,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Water,0,0,52,0,0,0,0,0,126,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,Permanent_ice_and_snow,0,0,7,0,0,10,0,0,23,0,0,0
