Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Shrubland,2,1,1,2,2,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Grassland,0,6,7,1,0,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Cropland,44,0,7,22,7,1,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Wetland,27,7,0,11,2,11,7,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Bareland,60,11,3,0,40,33,11,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Built-up,10,8,0,10,0,3,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Forest,37,6,7,7,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Water,29,0,3,45,8,0,5,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R,Permanent_ice_and_snow,3,0,0,4,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Cropland,0,0,1,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Bareland,0,0,29,0,0,9,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Wetland,0,0,0,0,0,1,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Built-up,0,0,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Grassland,0,0,5,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Forest,0,0,1,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Water,0,0,19,0,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Cropland,0,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Wetland,0,0,0,0,0,12,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Bareland,0,0,0,0,0,73,0,0,0,23,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Grassland,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Water,0,0,0,0,0,0,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,Forest,0,0,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Cropland,12,0,1,27,17,0,15,0,0,0,31,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Wetland,0,10,0,11,2,1,10,0,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Bareland,18,26,29,0,31,9,16,2,0,0,62,25
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Built-up,6,5,2,9,0,1,5,0,0,0,10,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Permanent_ice_and_snow,1,0,2,3,1,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Grassland,0,12,5,8,4,0,8,0,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Water,2,1,19,25,12,0,2,0,0,0,49,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,Forest,1,16,1,18,7,0,0,0,0,0,29,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Bareland,0,10,7,0,28,29,13,12,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Grassland,0,2,6,4,9,2,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Cropland,0,0,16,11,31,3,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Built-up,0,1,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Wetland,0,0,0,6,2,2,6,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Water,0,0,6,52,4,0,4,12,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Forest,0,0,9,7,12,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,Permanent_ice_and_snow,0,0,0,4,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Cropland,3,0,1,3,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Bareland,1,16,2,0,0,24,2,21,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Forest,5,8,6,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Wetland,5,6,0,13,0,8,11,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Built-up,2,7,0,13,0,5,1,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Water,3,0,7,27,0,0,3,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Grassland,0,5,0,3,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0,0
