Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Forest,34,199,104,0,454,79,573,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Grassland,22,143,63,296,88,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Water,0,175,15,226,263,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Shrubland,0,9,3,10,9,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Cropland,0,167,95,277,43,14,341,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Bareland,0,0,23,32,2,16,58,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,Permanent_ice_and_snow,0,12,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Wetland,0,0,0,0,0,223,0,0,234,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Grassland,0,0,0,0,0,149,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Forest,0,0,0,0,0,336,0,0,158,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Shrubland,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Cropland,0,0,0,0,0,60,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Bareland,0,0,0,0,0,105,0,0,124,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Built-up,0,0,0,0,0,31,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,Water,0,0,0,0,0,0,0,0,381,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Grassland,482,33,150,277,41,2,0,0,0,424,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Wetland,222,40,88,245,0,34,110,0,0,418,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Forest,692,84,223,0,262,71,429,0,0,687,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Bareland,324,0,253,41,133,19,55,0,0,70,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Built-up,256,6,0,69,32,2,85,0,0,107,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Water,249,51,121,217,374,0,83,0,0,316,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Cropland,0,4,95,143,5,1,132,0,0,228,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,Permanent_ice_and_snow,27,0,11,10,0,0,2,0,0,9,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Grassland,673,11,312,283,67,99,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Wetland,449,3,131,412,0,287,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Forest,819,5,464,0,198,370,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Bareland,125,0,167,87,2,113,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Built-up,77,12,0,11,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Water,214,37,127,105,72,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Cropland,0,0,105,64,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,Permanent_ice_and_snow,1,7,14,2,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Wetland,69,17,0,789,0,274,234,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Forest,205,127,0,0,69,131,212,0,0,0,0,37
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Built-up,95,84,0,213,4,30,47,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Water,3,53,0,383,87,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Cropland,0,91,0,171,15,22,71,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Grassland,150,130,0,358,97,59,0,0,0,0,0,39
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,Bareland,5,0,0,20,36,67,0,0,0,0,0,39
