Dataset,MajorityClass,Wetland,Shrubland,Grassland,Bareland,Forest,Water,Built-up,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Non_Wetland,9,2,1,2,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Grassland,343,10,0,87,29,171,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Bareland,37,3,33,0,11,46,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Built-up,83,0,38,76,36,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Water,766,0,58,30,42,0,52,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Forest,739,31,295,202,0,426,79,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Non_Water,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Shrubland,7,0,5,4,2,6,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Cropland,11,2,26,8,7,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,Wetland,0,0,82,16,15,599,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Non_Wetland,0,0,10,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Grassland,7,0,0,0,122,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Wetland,0,0,894,1,603,179,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Bareland,2,0,126,0,55,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Built-up,7,0,257,21,147,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Water,442,0,889,42,538,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Forest,27,0,606,6,0,71,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Non_Water,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Shrubland,0,0,23,0,16,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R,Cropland,0,0,34,0,27,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Grassland,30,0,0,0,0,9,0,526,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Wetland,0,0,0,0,0,83,0,992,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Forest,173,0,0,0,0,45,0,1177,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Water,389,0,0,0,0,0,0,915,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Shrubland,0,0,0,0,0,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Cropland,0,0,0,0,0,0,0,33,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Bareland,8,0,0,0,0,1,0,61,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,Built-up,9,0,0,0,0,3,0,152,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Non_Wetland,8,0,1,3,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Forest,665,0,434,369,0,248,168,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Grassland,215,0,0,131,1,104,34,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Wetland,0,0,179,143,10,493,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Non_Water,0,0,0,0,0,1,1,0,0,0,0,0
