Dataset,MajorityClass,Wetland,Shrubland,Grassland,Bareland,Forest,Water,Built-up,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Water,721,0,121,274,35,0,63,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Shrubland,12,0,6,16,0,5,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Cropland,24,0,8,20,0,5,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Bareland,22,0,4,0,1,30,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,Built-up,72,0,57,123,2,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Grassland,0,0,0,0,0,136,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Water,0,0,0,0,0,0,0,0,425,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Wetland,0,0,0,0,0,614,0,0,332,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Bareland,0,0,0,0,0,28,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Forest,0,0,0,0,0,262,0,0,134,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Built-up,0,0,0,0,0,64,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,Cropland,0,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Grassland,30,217,0,108,139,9,69,0,0,35,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Forest,173,369,117,243,0,45,150,0,0,73,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Wetland,0,154,105,245,172,83,81,0,0,36,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Bareland,8,81,0,0,17,1,37,0,0,2,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Built-up,9,138,6,40,46,3,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Water,389,250,160,331,245,0,150,0,0,5,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,Cropland,0,19,0,5,10,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Grassland,141,0,0,3,165,40,115,0,0,53,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Bareland,2,0,0,0,11,18,53,0,0,12,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Forest,156,0,0,4,0,204,285,0,0,35,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Built-up,0,0,0,5,14,8,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Water,378,0,0,77,287,0,121,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Wetland,0,0,0,24,311,239,85,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Shrubland,1,0,0,0,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,Cropland,0,0,0,0,2,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Forest,7,0,83,42,0,22,0,0,0,85,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Wetland,0,0,383,9,579,282,0,0,0,171,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Water,103,0,241,59,553,0,0,0,0,48,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Bareland,0,0,5,0,25,7,0,0,0,9,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Shrubland,0,0,1,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Built-up,0,0,1,28,82,18,0,0,0,18,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,Grassland,2,0,0,4,139,25,0,0,0,50,0,0
