,0
Forest,22229
Water,20387
Wetland,14056
Grassland,13564
Shrubland,12204
Cropland,11938
Bareland,6690
Non_Wetland,3550
Non_Water,2898
Built-up,2353
Permanent_ice_and_snow,216
Lichens_and_Mosses,8
