Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Shrubland,320,64,120,75,68,10,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Non_Wetland,0,0,1,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Grassland,0,127,83,40,69,5,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Bareland,1277,85,0,177,42,183,354,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Built-up,508,90,319,0,122,35,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Water,1694,163,1256,111,110,0,639,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Forest,1086,150,124,100,0,57,240,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Cropland,762,0,331,119,227,12,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Non_Water,3,1,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Wetland,1481,135,566,37,223,203,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Lichens_and_Mosses,2,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R,Permanent_ice_and_snow,23,0,2,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Non_Wetland,0,0,3,0,0,1,1,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Shrubland,48,0,66,41,17,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Grassland,0,0,104,108,35,73,0,199,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Cropland,393,0,146,287,81,149,4,336,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Bareland,219,0,0,481,62,803,47,166,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Built-up,82,0,125,0,21,139,0,112,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Water,34,0,814,266,196,0,93,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Forest,153,0,371,209,0,160,16,630,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Non_Water,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Wetland,37,0,1009,117,419,1269,0,283,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,Permanent_ice_and_snow,0,0,4,1,1,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Non_Wetland,4,0,0,0,0,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Grassland,0,77,91,16,68,23,0,216,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Bareland,578,74,0,78,53,598,0,670,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Built-up,196,64,324,0,41,118,0,254,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Non_Water,2,0,1,0,0,3,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Water,543,125,646,66,252,0,113,885,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Shrubland,68,11,37,10,14,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Cropland,454,0,281,107,122,77,0,395,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,Wetland,640,55,799,11,414,746,0,1078,0,0,0,0
