Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Shrubland,3,1,3,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Grassland,0,4,19,4,3,20,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Cropland,22,0,3,3,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Wetland,78,0,0,7,0,53,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Bareland,53,2,13,0,0,21,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Built-up,6,0,0,2,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Water,111,0,68,49,0,78,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Forest,69,1,42,18,1,0,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R,Permanent_ice_and_snow,3,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Grassland,0,0,9,0,0,0,3,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Bareland,0,0,24,0,0,0,13,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Forest,0,0,35,0,0,0,18,86,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Cropland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Wetland,0,0,0,0,0,0,9,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,Water,0,0,47,0,0,0,0,46,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Grassland,0,0,0,0,0,0,32,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Wetland,0,0,0,0,0,0,71,0,36,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Bareland,0,0,0,0,0,0,47,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Water,0,0,0,0,0,0,0,0,115,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Forest,0,0,0,0,0,0,69,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Cropland,14,0,0,3,1,7,0,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Water,82,1,47,17,2,48,0,0,0,54,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Wetland,35,0,0,4,0,23,9,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Bareland,33,1,24,0,0,19,13,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Built-up,6,2,0,3,0,2,0,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Forest,62,9,35,24,14,0,18,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Grassland,0,3,9,7,2,15,3,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,Permanent_ice_and_snow,1,0,0,1,0,0,0,0,0,5,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Grassland,0,25,24,13,5,21,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Water,0,2,50,56,7,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Wetland,0,5,0,19,4,26,42,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Forest,0,17,44,20,16,0,50,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Cropland,0,0,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Bareland,0,6,3,0,0,18,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Wetland,25,4,0,25,0,51,40,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Water,6,2,7,53,0,70,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Forest,13,5,7,16,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Grassland,0,8,8,10,0,13,8,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Bareland,0,3,0,0,0,6,9,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,Cropland,0,0,0,1,0,1,0,0,0,0,0
