Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,Water,0,58,26,50,52,64,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,Cropland,0,0,66,49,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,Permanent_ice_and_snow,0,4,8,2,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Forest,158,124,0,0,205,23,84,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Shrubland,83,80,0,250,119,17,76,0,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Water,36,252,0,595,30,117,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Cropland,46,38,0,85,0,5,13,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Wetland,9,32,0,111,6,0,28,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Built-up,6,40,0,162,116,0,11,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Bareland,2,0,0,51,44,10,19,0,0,0,0,55
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,Grassland,0,122,0,248,126,41,67,0,0,0,0,28
