Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Shrubland,94,99,13,5,19,27,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Grassland,0,403,117,21,63,80,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Non_Wetland,4,5,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Bareland,266,183,18,0,0,79,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Built-up,280,288,50,0,103,0,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Water,828,1008,103,102,291,70,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Forest,887,0,147,99,136,112,219,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Cropland,391,370,0,7,76,117,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Wetland,268,275,46,0,18,15,84,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Non_Water,2,4,2,0,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R,Permanent_ice_and_snow,7,3,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Non_Wetland,3,0,0,4,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Shrubland,54,14,0,2,11,8,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Grassland,0,83,0,98,78,47,197,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Cropland,425,63,0,36,100,84,144,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Bareland,132,21,0,1,0,69,273,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Built-up,151,35,0,13,103,0,96,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Water,629,128,0,106,80,115,0,64,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Forest,777,0,0,290,157,121,599,269,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Non_Water,2,0,0,0,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Wetland,124,6,0,0,23,2,267,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,Permanent_ice_and_snow,3,0,0,0,4,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Grassland,0,107,62,42,120,51,84,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Forest,624,0,80,169,322,86,439,225,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Non_Wetland,1,1,0,5,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Bareland,62,18,9,0,0,39,44,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Water,311,112,16,39,347,40,0,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Non_Water,1,0,0,0,4,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Shrubland,27,12,4,4,31,8,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Built-up,151,12,5,0,174,0,32,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Cropland,318,106,0,8,118,103,42,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Wetland,112,34,10,0,58,1,117,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Grassland,0,0,0,83,0,0,13,0,295,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Wetland,0,0,0,0,0,0,0,0,290,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Water,0,0,0,436,0,0,0,0,366,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Shrubland,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Forest,0,0,0,254,0,0,90,0,697,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Cropland,0,0,0,15,0,0,0,0,80,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Bareland,0,0,0,91,0,0,2,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,Built-up,0,0,0,26,0,0,4,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Water,0,0,0,0,0,0,0,0,0,815,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Grassland,0,0,0,0,0,0,173,0,0,139,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Shrubland,0,0,0,0,0,0,19,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Bareland,0,0,0,0,0,0,173,0,0,111,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Forest,0,0,0,0,0,0,383,0,0,358,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Cropland,0,0,0,0,0,0,37,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Built-up,0,0,0,0,0,0,83,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,Wetland,0,0,0,0,0,0,104,0,0,177,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Grassland,0,264,497,83,77,128,13,404,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Bareland,3,50,297,91,0,270,2,190,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Built-up,22,70,201,26,9,0,4,166,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Water,52,318,635,436,246,318,0,674,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Forest,179,0,654,254,98,185,90,769,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Cropland,33,107,0,15,4,92,0,165,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Wetland,6,49,78,0,0,2,0,84,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Shrubland,1,4,6,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,Permanent_ice_and_snow,0,0,6,0,0,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Grassland,0,158,314,41,7,166,149,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Shrubland,0,5,10,1,0,11,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Forest,0,0,372,146,2,292,375,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Built-up,0,4,47,1,8,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Water,0,155,194,111,57,145,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Bareland,0,28,63,0,0,99,88,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Wetland,0,59,40,0,1,31,62,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Cropland,0,37,0,8,0,75,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Wetland,32,174,28,0,12,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Water,92,658,70,182,187,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Forest,108,0,127,76,66,0,142,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Cropland,58,118,0,21,42,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Shrubland,1,39,1,0,9,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Built-up,20,126,116,2,66,0,46,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Bareland,1,36,24,5,0,0,24,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,Grassland,0,285,136,109,94,0,111,0,0,0,0,6
