Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Built-up,2,16,1,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Forest,88,296,0,48,54,94,26,240,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Water,24,258,274,88,74,25,0,188,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Cropland,21,0,59,0,1,42,0,79,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Bareland,0,78,13,0,0,53,7,17,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Shrubland,7,10,8,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Wetland,66,18,184,0,6,0,133,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Forest,65,73,0,1,10,0,69,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Shrubland,28,29,67,2,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Cropland,28,0,38,1,9,0,6,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Water,52,27,213,35,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Bareland,11,14,40,3,0,0,13,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Built-up,6,22,29,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,Grassland,0,96,138,9,19,0,61,0,0,0,0,2
