Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Shrubland,91,20,71,34,6,12,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Grassland,0,104,175,92,44,33,63,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Non_Wetland,10,1,11,7,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Built-up,29,15,22,0,12,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Water,208,10,264,182,46,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Forest,275,97,0,89,56,57,154,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Cropland,150,0,122,20,62,44,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Wetland,71,4,103,0,13,3,86,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Bareland,29,4,13,1,0,6,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Non_Wetland,5,0,1,20,3,0,5,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Shrubland,38,0,19,47,8,3,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Grassland,0,0,83,184,28,16,81,101,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Cropland,169,0,83,83,47,31,31,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Wetland,62,0,9,0,9,0,102,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Bareland,32,0,6,21,0,1,20,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Forest,195,0,0,342,82,17,215,217,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Water,124,0,74,245,24,3,0,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Built-up,23,0,13,14,20,0,4,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Shrubland,0,0,0,0,0,0,0,0,123,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Grassland,0,0,0,14,0,0,13,0,416,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Wetland,0,0,0,0,0,0,8,0,421,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Forest,0,0,0,48,0,0,26,0,675,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Water,0,0,0,88,0,0,0,0,456,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Cropland,0,0,0,0,0,0,0,0,160,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Bareland,0,0,0,0,0,0,7,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,Built-up,0,0,0,0,0,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Grassland,0,32,54,168,105,6,26,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Non_Wetland,8,0,2,15,4,0,2,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Forest,271,29,0,329,202,7,104,189,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Wetland,103,0,17,0,30,0,54,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Water,225,1,84,378,203,0,0,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Shrubland,47,2,19,48,24,2,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Cropland,163,0,47,61,120,20,3,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Bareland,15,3,0,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Built-up,33,6,0,7,45,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Grassland,0,0,0,0,0,0,85,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Wetland,0,0,0,0,0,0,82,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Shrubland,0,0,0,0,0,0,9,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Water,0,0,0,0,0,0,0,0,0,248,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Cropland,0,0,0,0,0,0,19,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Bareland,0,0,0,0,0,0,1,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Built-up,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,Forest,0,0,0,0,0,0,131,0,0,102,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Grassland,0,294,223,14,25,88,13,281,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,Wetland,6,71,128,0,18,8,8,103,0,0,0,0
